ID,Benchmark,?Solved,Bound,Time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core
31,spider_bak-company_office-0003.txt,True,2,31.058998,1.0,0.0,1.0,0.0036363636363636
32,spider_bak-company_office-0003.txt,True,2,34.327643,2.0,0.5,108.5,0.4094339622641509
33,spider_bak-company_office-0003.txt,True,2,28.007315,1.0,0.0,1.0,0.0037735849056603
34,spider_bak-company_office-0003.txt,True,2,39.421158,1.0,0.0,1.0,0.0035587188612099
35,spider_bak-company_office-0003.txt,True,2,22.236534,1.0,0.0,1.0,0.0035211267605633
36,spider_bak-company_office-0003.txt,False,3,60.068725,,,,
37,spider_bak-company_office-0003.txt,True,2,34.113222,1.0,0.0,1.0,0.0033333333333333
38,spider_bak-company_office-0003.txt,True,2,25.042264,1.0,0.0,1.0,0.0036231884057971
39,spider_bak-company_office-0003.txt,True,2,31.39227,1.0,0.0,1.0,0.0034246575342465
40,spider_bak-company_office-0003.txt,True,2,19.5497,1.0,0.0,1.0,0.0034246575342465
41,spider_bak-customers_and_addresses-0020.txt,True,2,34.694235,1.0,0.0,1.0,0.0040160642570281
42,spider_bak-ship_1-0008.txt,False,3,60.063796,,,,
43,spider-scientist_1-0003.txt,True,2,12.95796,1.0,0.0,2.0,0.009009009009009
44,spider-scientist_1-0003.txt,True,2,14.521682,1.0,0.0,2.0,0.0078125
45,spider-scientist_1-0003.txt,True,2,13.6896,1.0,0.0,2.0,0.0077519379844961
46,spider-mountain_photos-0013.txt,False,3,60.07295,,,,
47,spider-mountain_photos-0013.txt,False,3,60.073335,,,,
48,spider-mountain_photos-0013.txt,False,3,60.071263,,,,
49,spider-customers_and_products_contacts-0008.txt,False,3,60.071985,,,,
50,spider-theme_gallery-0004.txt,True,2,49.627779,1.0,0.0,1.0,0.0035587188612099
51,spider_bak-mountain_photos-0002.txt,False,3,60.072913,,,,
52,spider-match_season-0008.txt,True,2,28.193206,1.0,0.0,2.0,0.0077519379844961
53,db2csv-dog_kennels-0039_dev.txt,False,3,60.067434,,,,
54,db2csv-poker_player-0017_dev.txt,False,3,60.076124,,,,
55,db2csv-poker_player-0017_dev.txt,True,2,31.176481,1.0,0.0,1.0,0.0041666666666666
56,db2csv-poker_player-0017_dev.txt,True,2,35.639363,1.0,0.0,1.0,0.0040322580645161
57,db2csv-poker_player-0017_dev.txt,False,3,60.068386,,,,
58,db2csv-poker_player-0017_dev.txt,False,3,60.06701,,,,
59,db2csv-poker_player-0017_dev.txt,False,3,60.0713,,,,
60,spider-news_report-0010.txt,False,3,60.066543,,,,
61,db2csv-dog_kennels-0029_dev.txt,False,3,60.070156,,,,
62,spider_bak-county_public_safety-0002.txt,True,2,44.032402,1.0,0.0,1.0,0.0044444444444444
63,spider_bak-company_office-0002.txt,True,2,51.317544,3.0,0.6666666666666666,100.66666666666669,0.4514200298953661
64,spider_bak-book_2-0003.txt,False,3,60.063387,,,,
65,spider_bak-body_builder-0008.txt,True,2,46.233169,3.0,0.3333333333333333,74.0,0.2596491228070175
66,spider_bak-body_builder-0008.txt,False,3,32.016194,,,,
67,spider_bak-body_builder-0020.txt,True,2,21.566646,1.0,0.0,2.0,0.0079681274900398
68,spider-entrepreneur-0006.txt,True,2,40.972659,4.0,0.25,42.25,0.16699604743083
69,spider-entrepreneur-0006.txt,True,2,38.633937,5.0,0.4,74.6,0.2937007874015748
70,spider-entrepreneur-0006.txt,False,3,60.068219,,,,
71,spider-body_builder-0007.txt,True,2,28.079726,1.0,0.0,1.0,0.0038167938931297
72,spider-body_builder-0007.txt,False,3,60.06429,,,,
73,spider-body_builder-0007.txt,False,3,60.065849,,,,
74,spider-entrepreneur-0012.txt,False,3,60.06965,,,,
75,spider-entrepreneur-0012.txt,True,2,52.909115,3.0,0.3333333333333333,66.0,0.2738589211618257
76,spider-entrepreneur-0012.txt,False,3,60.069625,,,,
77,spider-entrepreneur-0012.txt,False,3,60.067133,,,,
78,spider-entrepreneur-0012.txt,True,2,41.349616,1.0,0.0,1.0,0.0036496350364963
79,spider-entrepreneur-0012.txt,False,3,60.069725,,,,
80,spider-body_builder-0013.txt,True,2,56.941835,4.0,0.5,84.5,0.3658008658008658
81,spider-body_builder-0013.txt,False,3,60.066616,,,,
82,spider-body_builder-0013.txt,True,2,36.074593,5.0,0.2,37.2,0.1569620253164557
83,spider-body_builder-0013.txt,False,3,60.069688,,,,
84,spider-body_builder-0013.txt,False,3,60.070556,,,,
85,spider-body_builder-0013.txt,True,2,34.882339,1.0,0.0,1.0,0.0037878787878787
86,spider-tracking_grants_for_research-0031.txt,False,3,60.071084,,,,
87,spider_bak-sports_competition-0014.txt,True,2,50.534803,1.0,0.0,1.0,0.0042735042735042
88,spider_bak-climbing-0002.txt,True,2,37.860467,3.0,0.6666666666666666,102.33333333333331,0.4568452380952381
89,spider-products_for_hire-0007.txt,False,3,60.068957,,,,
90,spider-customer_deliveries-0005.txt,True,2,52.733483,2.0,0.5,87.5,0.3941441441441441
91,spider-flight_company-0011.txt,False,3,60.070109,,,,
92,spider-flight_company-0011.txt,False,3,60.069044,,,,
93,spider-flight_company-0011.txt,True,2,46.846343,1.0,0.0,1.0,0.0032258064516129
94,spider-flight_company-0011.txt,True,2,20.151204,2.0,0.0,4.5,0.0144230769230769
95,spider-flight_company-0011.txt,True,2,32.518217,1.0,0.0,3.0,0.0097087378640776
96,spider-flight_company-0011.txt,True,2,21.411936,1.0,0.0,1.0,0.0032154340836012
97,spider-flight_company-0011.txt,False,3,60.067615,,,,
98,spider-flight_company-0011.txt,True,2,58.735683,1.0,0.0,3.0,0.0092879256965944
99,spider-flight_company-0011.txt,True,2,40.85825,1.0,0.0,2.0,0.0066889632107023
100,spider-flight_company-0011.txt,True,2,55.719856,1.0,0.0,3.0,0.0099667774086378
101,spider-flight_company-0011.txt,True,2,47.584926,1.0,0.0,3.0,0.0100671140939597
102,spider-flight_company-0011.txt,False,3,60.069559,,,,
103,spider-flight_company-0011.txt,False,3,60.070685,,,,
104,spider-flight_company-0011.txt,False,3,60.074851,,,,
105,spider-flight_company-0011.txt,False,3,60.072694,,,,
106,spider-flight_company-0011.txt,True,2,34.923918,1.0,0.0,5.0,0.0160771704180064
107,spider-flight_company-0011.txt,True,2,33.623011,2.0,0.0,1.5,0.0047923322683706
108,spider-flight_company-0011.txt,True,2,22.569,1.0,0.0,1.0,0.0030211480362537
109,spider-flight_company-0011.txt,False,3,60.072967,,,,
110,spider-flight_company-0011.txt,True,2,47.53995,2.0,0.0,1.5,0.0049180327868852
111,spider-flight_company-0011.txt,False,3,60.063091,,,,
112,spider-flight_company-0011.txt,False,3,60.069016,,,,
113,spider-flight_company-0011.txt,True,2,22.745427,1.0,0.0,3.0,0.0101351351351351
114,spider-flight_company-0011.txt,True,2,41.842712,2.0,0.0,1.5,0.0050335570469798
115,spider-flight_company-0011.txt,True,2,27.67649,1.0,0.0,1.0,0.0031645569620253
116,spider-flight_company-0011.txt,False,3,60.068463,,,,
117,spider-flight_company-0011.txt,True,2,41.669323,1.0,0.0,1.0,0.0031055900621118
118,spider-flight_company-0011.txt,True,2,45.774411,1.0,0.0,1.0,0.0029850746268656
119,spider-flight_company-0005.txt,True,2,18.435092,1.0,0.0,2.0,0.0083333333333333
120,spider_bak-student_assessment-0020.txt,True,2,50.631278,1.0,0.0,1.0,0.0033003300330033
121,spider_bak-student_assessment-0020.txt,False,3,60.070341,,,,
122,spider_bak-student_assessment-0020.txt,True,2,37.086903,1.0,0.0,1.0,0.003257328990228
123,spider_bak-student_assessment-0020.txt,False,3,60.067238,,,,
124,spider_bak-student_assessment-0020.txt,False,3,60.06665,,,,
125,spider_bak-student_assessment-0020.txt,False,3,60.072927,,,,
126,spider_bak-student_assessment-0020.txt,False,3,60.070826,,,,
127,spider_bak-student_assessment-0020.txt,False,3,60.071138,,,,
128,spider_bak-student_assessment-0020.txt,False,3,60.072553,,,,
129,spider_bak-student_assessment-0020.txt,True,2,49.185351,1.0,0.0,1.0,0.0033898305084745
130,spider_bak-student_assessment-0020.txt,False,3,60.075602,,,,
131,spider_bak-student_assessment-0020.txt,True,2,52.306934,1.0,0.0,1.0,0.003012048192771
132,spider_bak-student_assessment-0020.txt,False,3,60.065312,,,,
133,spider_bak-student_assessment-0020.txt,True,2,58.427178,2.0,0.5,143.0,0.4294294294294294
134,spider_bak-movie_1-0040.txt,True,2,25.947986,1.0,0.0,1.0,0.0035087719298245
135,spider_bak-movie_1-0040.txt,False,2,51.254337,,,,
136,spider-customer_deliveries-0011.txt,False,3,60.066329,,,,
137,spider_bak-party_host-0002.txt,True,2,55.134731,2.0,0.5,89.0,0.3973214285714285
138,spider-candidate_poll-0009.txt,False,3,60.067335,,,,
139,spider-farm-0010.txt,False,3,60.072798,,,,
140,spider-farm-0010.txt,False,3,60.066695,,,,
141,spider-farm-0010.txt,False,3,60.065653,,,,
142,spider-epinions_1-0011.txt,False,3,60.073747,,,,
143,spider-epinions_1-0011.txt,False,3,36.402559,,,,
144,spider-farm-0004.txt,True,2,34.289385,1.0,0.0,1.0,0.0044247787610619
145,spider_bak-decoration_competition-0009.txt,False,3,60.068767,,,,
146,spider_bak-decoration_competition-0009.txt,False,3,60.063404,,,,
147,spider_bak-decoration_competition-0009.txt,False,3,60.062352,,,,
148,spider_bak-solvency_ii-0010.txt,False,3,60.066999,,,,
149,db2csv-singer-0004_dev.txt,True,2,54.864901,1.0,0.0,1.0,0.0044444444444444
150,spider_bak-browser_web-0018.txt,False,3,60.073201,,,,
151,spider-manufactory_1-0021.txt,False,3,60.080012,,,,
152,spider_bak-journal_committee-0017.txt,False,3,60.069413,,,,
153,spider_bak-manufactory_1-0014.txt,False,3,60.074572,,,,
154,spider_bak-shop_membership-0008.txt,True,2,18.252831,1.0,0.0,2.0,0.0077519379844961
155,db2csv-car_1-0051_dev.txt,False,3,60.065125,,,,
156,spider-flight_company-0007.txt,False,3,60.067679,,,,
157,spider-flight_company-0007.txt,True,2,47.937896,1.0,0.0,1.0,0.0035087719298245
158,spider-flight_company-0007.txt,False,3,60.070177,,,,
159,spider-flight_company-0007.txt,True,2,17.342186,1.0,0.0,1.0,0.0034965034965034
160,spider-flight_company-0007.txt,True,2,14.51146,1.0,0.0,1.0,0.0034246575342465
161,spider-flight_company-0007.txt,True,2,36.197809,1.0,0.0,1.0,0.0036496350364963
162,spider-flight_company-0007.txt,True,2,18.025243,1.0,0.0,1.0,0.0035087719298245
163,spider-flight_company-0007.txt,True,2,22.717819,1.0,0.0,1.0,0.0036363636363636
164,spider-flight_company-0007.txt,True,2,36.012725,1.0,0.0,1.0,0.0035587188612099
165,spider-flight_company-0007.txt,False,3,60.072454,,,,
166,spider-flight_company-0007.txt,True,2,35.636409,1.0,0.0,1.0,0.0034965034965034
167,spider-flight_company-0007.txt,True,2,42.891783,1.0,0.0,1.0,0.0034246575342465
168,spider-flight_company-0007.txt,True,2,28.474507,1.0,0.0,1.0,0.0034013605442176
169,spider-flight_company-0007.txt,True,2,51.899634,1.0,0.0,1.0,0.0033333333333333
170,spider-flight_company-0007.txt,False,3,60.072666,,,,
171,spider-college_1-0044.txt,True,2,25.60215,1.0,0.0,1.0,0.0040816326530612
172,spider-tracking_grants_for_research-0027.txt,False,3,60.072043,,,,
173,spider_bak-loan_1-0002.txt,True,2,37.382776,1.0,0.0,2.0,0.0096618357487922
174,spider_bak-gymnast-0003.txt,True,2,43.959749,2.0,0.5,86.5,0.3861607142857143
175,spider_bak-college_2-0009.txt,True,2,45.120505,1.0,0.0,2.0,0.0078740157480314
176,spider-body_builder-0011.txt,False,3,60.071138,,,,
177,spider-body_builder-0011.txt,False,3,30.556173,,,,
178,spider-dorm_1-0035.txt,False,3,60.068631,,,,
179,spider_bak-entertainment_awards-0005.txt,True,2,54.69139,2.0,0.5,88.5,0.3950892857142857
180,spider_bak-soccer_2-0008.txt,True,2,12.840238,1.0,0.0,2.0,0.0079365079365079
181,spider_bak-perpetrator-0002.txt,True,2,56.909227,2.0,0.5,90.0,0.3964757709251101
182,spider-gas_company-0008.txt,True,2,56.51491,1.0,0.0,1.0,0.00390625
183,spider-voter_2-0006.txt,True,2,57.554225,2.0,0.0,1.5,0.0050847457627118
184,spider_bak-gas_company-0003.txt,False,3,60.071405,,,,
185,spider_bak-gas_company-0003.txt,True,2,23.195993,1.0,0.0,1.0,0.0035087719298245
186,spider_bak-gas_company-0003.txt,True,2,13.376768,1.0,0.0,1.0,0.0035087719298245
187,spider_bak-gas_company-0003.txt,True,2,41.561998,1.0,0.0,1.0,0.0034013605442176
188,spider_bak-gas_company-0003.txt,False,3,60.073135,,,,
189,spider_bak-gas_company-0003.txt,True,2,40.350364,1.0,0.0,1.0,0.0034013605442176
190,spider_bak-flight_company-0008.txt,False,3,60.074942,,,,
191,spider_bak-flight_company-0008.txt,False,3,60.070786,,,,
192,spider_bak-flight_company-0008.txt,False,3,60.069297,,,,
193,spider_bak-flight_company-0008.txt,False,3,60.066675,,,,
194,spider_bak-flight_company-0008.txt,False,3,60.069502,,,,
195,spider-match_season-0022.txt,False,3,60.070188,,,,
196,spider_bak-architecture-0012.txt,True,2,41.687683,1.0,0.0,1.0,0.0038461538461538
197,db2csv-tvshow-0008_dev.txt,False,3,60.065999,,,,
198,spider-mountain_photos-0005.txt,True,2,58.468369,1.0,0.0,2.0,0.0084388185654008
199,spider-mountain_photos-0005.txt,True,2,23.177527,1.0,0.0,2.0,0.008130081300813
200,spider-mountain_photos-0011.txt,True,2,40.13561,1.0,0.0,2.0,0.008
201,spider_bak-architecture-0007.txt,True,2,58.456441,3.0,0.3333333333333333,74.33333333333333,0.2784019975031211
202,spider_bak-architecture-0007.txt,False,3,60.073859,,,,
203,spider_bak-architecture-0007.txt,True,2,47.883382,1.0,0.0,1.0,0.0033783783783783
204,spider_bak-architecture-0007.txt,False,3,60.073836,,,,
205,spider_bak-architecture-0007.txt,False,3,60.069398,,,,
206,spider_bak-architecture-0007.txt,True,2,56.776192,2.0,0.5,108.0,0.4090909090909091
207,spider_bak-architecture-0007.txt,True,2,46.012533,1.0,0.0,1.0,0.0034602076124567
208,spider_bak-architecture-0007.txt,True,2,35.243512,1.0,0.0,1.0,0.0038167938931297
209,spider_bak-architecture-0007.txt,True,2,40.577983,1.0,0.0,1.0,0.0037453183520599
210,spider_bak-architecture-0007.txt,False,3,60.069424,,,,
211,spider_bak-architecture-0007.txt,False,3,60.068054,,,,
212,spider_bak-architecture-0007.txt,True,2,16.36165,1.0,0.0,1.0,0.0035971223021582
213,spider_bak-architecture-0007.txt,True,2,44.55562,1.0,0.0,1.0,0.0034129692832764
214,spider_bak-architecture-0007.txt,True,2,41.410815,1.0,0.0,1.0,0.0033557046979865
215,spider_bak-architecture-0007.txt,True,2,48.982541,1.0,0.0,1.0,0.0035971223021582
216,spider_bak-tracking_share_transactions-0016.txt,True,2,36.16253,1.0,0.0,2.0,0.0079051383399209
217,spider_bak-music_1-0005.txt,False,3,60.069147,,,,
218,spider_bak-gas_company-0002.txt,False,3,60.074506,,,,
219,spider-gas_company-0021.txt,False,3,60.068851,,,,
220,spider-allergy_1-0002.txt,True,2,46.456877,1.0,0.0,2.0,0.0078125
221,db2csv-dog_kennels-0042_dev.txt,False,3,60.06828,,,,
222,spider_bak-entertainment_awards-0010.txt,False,3,60.071491,,,,
223,spider-climbing-0002.txt,False,3,60.072535,,,,
224,spider_bak-soccer_2-0009.txt,True,2,30.07711,1.0,0.0,2.0,0.0077821011673151
225,spider_bak-tracking_software_problems-0016.txt,True,2,38.718615,2.0,0.5,80.5,0.3907766990291262
226,spider_bak-insurance_and_eClaims-0019.txt,True,2,32.435783,1.0,0.0,2.0,0.0078740157480314
227,spider-products_gen_characteristics-0013.txt,False,3,60.068616,,,,
228,spider-products_gen_characteristics-0013.txt,False,3,37.253241,,,,
229,spider-manufacturer-0014.txt,False,3,60.067967,,,,
230,spider-manufacturer-0014.txt,False,3,60.067709,,,,
231,spider-manufacturer-0014.txt,False,3,60.066969,,,,
232,spider_bak-candidate_poll-0005.txt,False,3,60.065404,,,,
233,spider_bak-farm-0008.txt,False,3,60.066387,,,,
234,spider-entrepreneur-0005.txt,False,3,60.066402,,,,
235,spider_bak-college_2-0008.txt,True,2,25.116547,1.0,0.0,2.0,0.0084745762711864
236,spider-tracking_grants_for_research-0026.txt,False,3,60.063511,,,,
237,spider-tracking_grants_for_research-0026.txt,False,3,43.911267,,,,
238,spider_bak-loan_1-0003.txt,True,2,14.232647,1.0,0.0,2.0,0.0087719298245614
239,spider_bak-loan_1-0003.txt,True,2,24.778106,1.0,0.0,2.0,0.0086206896551724
240,spider_bak-loan_1-0003.txt,True,2,14.092458,1.0,0.0,2.0,0.0081632653061224
241,spider_bak-loan_1-0003.txt,True,2,17.50816,1.0,0.0,2.0,0.0085470085470085
242,spider_bak-loan_1-0003.txt,False,3,60.071246,,,,
243,spider_bak-loan_1-0003.txt,True,2,40.66438,1.0,0.0,2.0,0.0078125
244,spider_bak-loan_1-0003.txt,True,2,32.147708,1.0,0.0,2.0,0.0081632653061224
245,spider_bak-loan_1-0003.txt,False,3,60.068586,,,,
246,spider_bak-loan_1-0003.txt,False,3,60.080474,,,,
247,spider_bak-loan_1-0003.txt,False,3,60.07505,,,,
248,spider_bak-hospital_1-0050.txt,False,3,60.070692,,,,
249,spider_bak-gymnast-0016.txt,False,3,60.065354,,,,
250,spider_bak-gymnast-0016.txt,True,2,59.648541,4.0,0.25,51.5,0.2051792828685258
251,spider_bak-gymnast-0016.txt,False,3,60.067618,,,,
252,spider_bak-school_finance-0004.txt,False,3,60.066034,,,,
253,spider-browser_web-0006.txt,False,3,60.063016,,,,
254,spider-browser_web-0006.txt,True,2,36.288195,1.0,0.0,1.0,0.0033898305084745
255,spider-browser_web-0006.txt,False,3,60.064038,,,,
256,spider-browser_web-0006.txt,False,3,60.064985,,,,
257,spider-browser_web-0006.txt,False,3,60.077322,,,,
258,spider-browser_web-0006.txt,False,3,60.070099,,,,
259,spider_bak-shop_membership-0009.txt,False,3,60.063865,,,,
260,spider-musical-0009.txt,False,3,60.072024,,,,
261,spider-musical-0009.txt,False,3,60.065397,,,,
262,spider_bak-journal_committee-0002.txt,False,3,60.062343,,,,
263,spider-customers_and_addresses-0020.txt,True,2,28.368825,8.0,0.125,19.0,0.0763052208835341
264,spider_bak-coffee_shop-0007.txt,True,2,27.740478,2.0,0.5,125.0,0.4208754208754208
265,spider-farm-0007.txt,True,2,43.401266,1.0,0.0,2.0,0.0077821011673151
266,db2csv-concert_singer-0003_dev.txt,False,3,60.066247,,,,
267,spider-farm-0013.txt,False,3,60.068169,,,,
268,spider-farm-0013.txt,False,3,30.882921,,,,
269,spider-farm-0003.txt,False,3,60.07335,,,,
270,spider-farm-0003.txt,True,2,36.916045,1.0,0.0,1.0,0.0037037037037037
271,spider-farm-0003.txt,True,2,30.9997,1.0,0.0,1.0,0.0034843205574912
272,spider-farm-0003.txt,True,2,31.187348,1.0,0.0,1.0,0.0036363636363636
273,spider-farm-0003.txt,True,2,41.06377,1.0,0.0,1.0,0.0034129692832764
274,spider-farm-0003.txt,True,2,59.291221,2.0,0.5,108.5,0.4109848484848485
275,spider-farm-0003.txt,True,2,43.294173,1.0,0.0,1.0,0.0035587188612099
276,spider-farm-0003.txt,True,2,54.04324,2.0,0.5,111.0,0.4126394052044609
277,spider-farm-0003.txt,True,2,37.340105,1.0,0.0,1.0,0.0034843205574912
278,spider-farm-0003.txt,True,2,18.733691,1.0,0.0,1.0,0.0034246575342465
279,spider-farm-0003.txt,True,2,44.625463,1.0,0.0,1.0,0.0035714285714285
280,spider-farm-0003.txt,True,2,31.595556,1.0,0.0,1.0,0.0033557046979865
281,spider-farm-0003.txt,False,3,60.067829,,,,
282,spider-farm-0003.txt,True,2,20.627371,1.0,0.0,1.0,0.0032679738562091
283,spider-farm-0003.txt,True,2,26.042701,1.0,0.0,1.0,0.0033557046979865
284,spider-shop_membership-0009.txt,False,3,60.06795,,,,
285,spider-manufactory_1-0018.txt,False,3,60.070845,,,,
286,spider-manufactory_1-0018.txt,False,3,60.072212,,,,
287,spider-manufactory_1-0018.txt,False,3,60.070201,,,,
288,spider_bak-climbing-0011.txt,False,3,60.072522,,,,
289,spider_bak-climbing-0011.txt,False,3,60.07025,,,,
290,spider_bak-climbing-0011.txt,True,2,59.299946,3.0,0.3333333333333333,83.33333333333333,0.2834467120181406
291,db2csv-orchestra-0025_dev.txt,False,3,60.0641,,,,
292,db2csv-orchestra-0025_dev.txt,False,3,15.561202,,,,
293,spider-soccer_2-0026.txt,False,3,60.064983,,,,
294,spider-browser_web-0002.txt,True,2,48.74394,2.0,0.5,89.5,0.3960176991150442
295,spider-flight_company-0002.txt,False,3,60.066782,,,,
296,spider_bak-college_1-0077.txt,True,1,7.024356,1.0,0.0,13.0,0.0560344827586206
297,spider_bak-college_1-0077.txt,True,2,37.653563,1.0,0.0,1.0,0.0039215686274509
298,spider_bak-college_1-0077.txt,True,1,3.998832,1.0,0.0,1.0,0.0038910505836575
299,spider_bak-college_1-0077.txt,True,2,49.861227,1.0,0.0,2.0,0.0072992700729927
300,spider_bak-college_1-0077.txt,False,3,60.069873,,,,
301,spider_bak-college_1-0077.txt,True,1,9.307939,1.0,0.0,1.0,0.0037037037037037
302,spider_bak-college_1-0077.txt,False,3,24.028504,,,,
303,spider_bak-college_1-0077.txt,True,2,27.513499,1.0,0.0,1.0,0.003257328990228
304,spider_bak-college_1-0077.txt,True,2,21.936977,1.0,0.0,1.0,0.0032362459546925
305,spider_bak-college_1-0077.txt,False,3,60.077068,,,,
306,spider_bak-college_1-0077.txt,False,3,60.070329,,,,
307,spider_bak-college_1-0077.txt,True,1,10.968102,1.0,0.0,1.0,0.0033112582781456
308,spider-soccer_2-0032.txt,True,1,23.989518,6.0,0.1666666666666666,35.0,0.1508620689655172
309,spider-soccer_2-0032.txt,False,3,60.067645,,,,
310,spider-soccer_2-0032.txt,False,3,60.069504,,,,
311,spider-soccer_2-0032.txt,False,3,4.523765,,,,
312,spider-soccer_2-0032.txt,True,1,28.835931,7.0,0.2857142857142857,56.57142857142857,0.2244897959183673
313,spider-soccer_2-0032.txt,True,2,37.25887,1.0,0.0,2.0,0.0072727272727272
314,spider-soccer_2-0032.txt,False,3,60.065146,,,,
315,spider-soccer_2-0032.txt,True,1,17.369685,1.0,0.0,1.0,0.0037037037037037
316,spider-soccer_2-0032.txt,False,3,14.148348,,,,
317,spider-soccer_2-0032.txt,True,2,45.690697,1.0,0.0,1.0,0.0032258064516129
318,spider-soccer_2-0032.txt,True,2,51.141605,2.0,0.5,119.0,0.3838709677419354
319,spider-soccer_2-0032.txt,True,2,30.147027,2.0,0.0,4.5,0.0148514851485148
320,spider-soccer_2-0032.txt,True,1,17.016868,4.0,0.5,106.5,0.3480392156862745
321,spider_bak-college_3-0030.txt,False,3,60.067437,,,,
322,db2csv-battle_death-0008_dev.txt,True,2,54.250596,1.0,0.0,1.0,0.0031948881789137
323,db2csv-battle_death-0008_dev.txt,False,3,60.076348,,,,
324,db2csv-battle_death-0008_dev.txt,False,3,60.065506,,,,
325,spider_bak-loan_1-0013.txt,True,2,24.138784,1.0,0.0,2.0,0.008
326,spider_bak-gymnast-0006.txt,False,3,60.067085,,,,
327,spider-college_1-0055.txt,False,3,60.075443,,,,
328,spider_bak-customers_and_addresses-0026.txt,False,3,60.067209,,,,
329,spider_bak-soccer_2-0031.txt,False,3,60.072705,,,,
330,spider-gas_company-0019.txt,True,1,8.4875,2.0,0.0,9.5,0.0327586206896551
331,spider-gas_company-0019.txt,False,3,60.068498,,,,
332,spider-gas_company-0019.txt,True,2,31.469902,1.0,0.0,9.0,0.0297029702970297
333,spider-gas_company-0019.txt,True,2,41.675698,1.0,0.0,3.0,0.0097402597402597
334,spider-gas_company-0019.txt,False,3,60.065243,,,,
335,spider-gas_company-0019.txt,False,3,60.067572,,,,
336,spider-gas_company-0019.txt,True,2,41.948933,1.0,0.0,2.0,0.0070671378091872
337,spider-gas_company-0019.txt,True,2,42.398645,1.0,0.0,3.0,0.0085714285714285
338,spider-gas_company-0019.txt,True,2,46.299543,1.0,0.0,3.0,0.0084507042253521
339,spider-gas_company-0019.txt,False,3,60.066951,,,,
340,spider_bak-book_2-0010.txt,False,3,60.072074,,,,
341,spider_bak-book_2-0010.txt,False,3,60.067018,,,,
342,spider_bak-book_2-0010.txt,True,2,42.296889,1.0,0.0,1.0,0.0034013605442176
343,spider_bak-debate-0004.txt,True,2,51.322073,1.0,0.0,1.0,0.0033557046979865
344,spider_bak-soccer_2-0019.txt,False,3,60.069638,,,,
345,spider_bak-soccer_2-0019.txt,False,3,60.067526,,,,
346,spider_bak-soccer_2-0019.txt,False,3,60.072837,,,,
347,spider_bak-county_public_safety-0005.txt,False,3,60.072274,,,,
348,spider-perpetrator-0018.txt,False,3,60.075242,,,,
349,spider_bak-mountain_photos-0011.txt,True,2,26.704786,1.0,0.0,2.0,0.0080971659919028
350,spider_bak-mountain_photos-0005.txt,False,3,60.070273,,,,
351,spider_bak-mountain_photos-0005.txt,False,3,60.065765,,,,
352,spider_bak-mountain_photos-0005.txt,False,3,60.071153,,,,
