ID,Benchmark,?Solved,Bound,Time
70,spider-entrepreneur-0006.txt,True,2,46.734891
71,spider-body_builder-0007.txt,True,2,16.791216000000002
72,spider-body_builder-0007.txt,True,2,21.195249
73,spider-body_builder-0007.txt,False,2,
74,spider-entrepreneur-0012.txt,True,2,23.611619
75,spider-entrepreneur-0012.txt,True,2,13.565346
76,spider-entrepreneur-0012.txt,True,2,40.028144
77,spider-entrepreneur-0012.txt,True,2,24.43594
78,spider-entrepreneur-0012.txt,True,2,19.937816
79,spider-entrepreneur-0012.txt,True,2,27.67332
80,spider-body_builder-0013.txt,True,2,23.429457
81,spider-body_builder-0013.txt,True,2,33.971816
82,spider-body_builder-0013.txt,True,2,20.029996
83,spider-body_builder-0013.txt,True,2,26.412737
84,spider-body_builder-0013.txt,True,2,36.600625
85,spider-body_builder-0013.txt,False,2,
86,spider-tracking_grants_for_research-0031.txt,,2,
87,spider_bak-sports_competition-0014.txt,,2,
88,spider_bak-climbing-0002.txt,True,2,15.588875
89,spider-products_for_hire-0007.txt,False,2,
90,spider-customer_deliveries-0005.txt,,2,
91,spider-flight_company-0011.txt,True,2,27.132618
92,spider-flight_company-0011.txt,True,2,39.859286
93,spider-flight_company-0011.txt,False,2,
94,spider-flight_company-0011.txt,True,2,21.99623
95,spider-flight_company-0011.txt,True,2,20.248767
96,spider-flight_company-0011.txt,True,2,36.138708
97,spider-flight_company-0011.txt,False,2,
98,spider-flight_company-0011.txt,True,2,12.644772
99,spider-flight_company-0011.txt,True,2,35.165087
100,spider-flight_company-0011.txt,True,2,47.314968
101,spider-flight_company-0011.txt,True,2,49.43991199999999
102,spider-flight_company-0011.txt,True,2,43.633624
103,spider-flight_company-0011.txt,True,2,48.392992
104,spider-flight_company-0011.txt,True,2,30.729619
105,spider-flight_company-0011.txt,True,2,36.451941000000005
106,spider-flight_company-0011.txt,True,2,25.037241
107,spider-flight_company-0011.txt,True,2,25.316023
108,spider-flight_company-0011.txt,True,2,44.55619
109,spider-flight_company-0011.txt,True,2,41.408575
110,spider-flight_company-0011.txt,True,2,52.197485
111,spider-flight_company-0011.txt,True,2,35.8614
112,spider-flight_company-0011.txt,False,2,
113,spider-flight_company-0011.txt,True,2,27.440435
114,spider-flight_company-0011.txt,True,2,16.781501
115,spider-flight_company-0011.txt,True,2,30.376113
116,spider-flight_company-0011.txt,True,2,19.851803
117,spider-flight_company-0011.txt,True,2,35.368143
118,spider-flight_company-0011.txt,True,2,22.393579000000003
119,spider-flight_company-0005.txt,True,2,20.833088
120,spider_bak-student_assessment-0020.txt,False,2,
121,spider_bak-student_assessment-0020.txt,False,2,
122,spider_bak-student_assessment-0020.txt,True,2,40.415831
123,spider_bak-student_assessment-0020.txt,False,2,
124,spider_bak-student_assessment-0020.txt,False,2,
125,spider_bak-student_assessment-0020.txt,False,2,
126,spider_bak-student_assessment-0020.txt,True,2,30.132239
127,spider_bak-student_assessment-0020.txt,False,2,
128,spider_bak-student_assessment-0020.txt,False,2,
129,spider_bak-student_assessment-0020.txt,True,2,58.601525
130,spider_bak-student_assessment-0020.txt,False,2,
131,spider_bak-student_assessment-0020.txt,False,2,
132,spider_bak-student_assessment-0020.txt,False,2,
133,spider_bak-student_assessment-0020.txt,False,2,
134,spider_bak-movie_1-0040.txt,True,2,11.548722
135,spider_bak-movie_1-0040.txt,True,2,21.271303
136,spider-customer_deliveries-0011.txt,,2,
137,spider_bak-party_host-0002.txt,True,2,7.879053
138,spider-candidate_poll-0009.txt,,2,
139,spider-farm-0010.txt,True,2,11.432161
140,spider-farm-0010.txt,True,2,25.02791
141,spider-farm-0010.txt,True,2,30.707079
142,spider-epinions_1-0011.txt,True,2,21.098182
143,spider-epinions_1-0011.txt,True,2,28.297627
144,spider-farm-0004.txt,True,2,8.355499
145,spider_bak-decoration_competition-0009.txt,True,2,20.303174
146,spider_bak-decoration_competition-0009.txt,True,2,19.985484
147,spider_bak-decoration_competition-0009.txt,True,2,50.290283
148,spider_bak-solvency_ii-0010.txt,True,2,19.834185
149,db2csv-singer-0004_dev.txt,True,2,17.211763
150,spider_bak-browser_web-0018.txt,False,2,
151,spider-manufactory_1-0021.txt,False,2,
152,spider_bak-journal_committee-0017.txt,False,2,
153,spider_bak-manufactory_1-0014.txt,True,2,4.05801
154,spider_bak-shop_membership-0008.txt,True,2,10.351782
155,db2csv-car_1-0051_dev.txt,,2,
156,spider-flight_company-0007.txt,True,2,6.375241
157,spider-flight_company-0007.txt,True,2,9.102679
158,spider-flight_company-0007.txt,True,2,8.87248
159,spider-flight_company-0007.txt,True,2,6.31035
160,spider-flight_company-0007.txt,True,2,12.362879
161,spider-flight_company-0007.txt,True,2,12.664478
162,spider-flight_company-0007.txt,True,2,9.804454
163,spider-flight_company-0007.txt,True,2,16.030821
164,spider-flight_company-0007.txt,True,2,10.367206
165,spider-flight_company-0007.txt,True,2,10.835915
166,spider-flight_company-0007.txt,True,2,11.052823
167,spider-flight_company-0007.txt,True,2,10.28754
168,spider-flight_company-0007.txt,True,2,13.877887
169,spider-flight_company-0007.txt,True,2,8.926893
170,spider-flight_company-0007.txt,True,2,17.397905
171,spider-college_1-0044.txt,True,2,22.957802
172,spider-tracking_grants_for_research-0027.txt,,2,
173,spider_bak-loan_1-0002.txt,True,2,5.492122
174,spider_bak-gymnast-0003.txt,True,2,23.059196
175,spider_bak-college_2-0009.txt,,2,
176,spider-body_builder-0011.txt,True,2,19.207307
177,spider-body_builder-0011.txt,True,2,30.823309
178,spider-dorm_1-0035.txt,False,2,
179,spider_bak-entertainment_awards-0005.txt,True,2,9.451476
180,spider_bak-soccer_2-0008.txt,False,4,34.515304
181,spider_bak-perpetrator-0002.txt,True,2,17.750611
182,spider-gas_company-0008.txt,True,2,13.58029
183,spider-voter_2-0006.txt,True,2,17.604472
184,spider_bak-gas_company-0003.txt,True,2,13.044234
185,spider_bak-gas_company-0003.txt,True,2,13.779154
186,spider_bak-gas_company-0003.txt,True,2,12.296885
187,spider_bak-gas_company-0003.txt,True,2,20.272425
188,spider_bak-gas_company-0003.txt,True,2,10.42396
189,spider_bak-gas_company-0003.txt,True,2,15.38942
190,spider_bak-flight_company-0008.txt,True,2,18.856871
191,spider_bak-flight_company-0008.txt,True,2,44.557263
192,spider_bak-flight_company-0008.txt,True,2,23.725956
193,spider_bak-flight_company-0008.txt,False,2,
194,spider_bak-flight_company-0008.txt,True,2,47.699144
195,spider-match_season-0022.txt,True,2,11.607886
196,spider_bak-architecture-0012.txt,True,2,10.60177
197,db2csv-tvshow-0008_dev.txt,True,2,11.520481
198,spider-mountain_photos-0005.txt,False,2,
199,spider-mountain_photos-0005.txt,False,2,
200,spider-mountain_photos-0011.txt,True,2,10.616736
201,spider_bak-architecture-0007.txt,True,2,24.16642
202,spider_bak-architecture-0007.txt,True,2,15.436807000000002
203,spider_bak-architecture-0007.txt,True,2,14.695294
204,spider_bak-architecture-0007.txt,True,2,19.267734
205,spider_bak-architecture-0007.txt,True,2,12.607864
206,spider_bak-architecture-0007.txt,True,2,11.822322
207,spider_bak-architecture-0007.txt,True,2,17.573559
208,spider_bak-architecture-0007.txt,True,2,10.684297
209,spider_bak-architecture-0007.txt,True,2,15.984241999999998
210,spider_bak-architecture-0007.txt,True,2,24.71775
211,spider_bak-architecture-0007.txt,True,2,12.07639
212,spider_bak-architecture-0007.txt,True,2,11.361963
213,spider_bak-architecture-0007.txt,True,2,11.029481
214,spider_bak-architecture-0007.txt,True,2,11.37863
215,spider_bak-architecture-0007.txt,True,2,13.209532
216,spider_bak-tracking_share_transactions-0016.txt,,2,
217,spider_bak-music_1-0005.txt,True,2,38.307299
218,spider_bak-gas_company-0002.txt,True,2,5.384081999999999
219,spider-gas_company-0021.txt,True,2,18.725718
220,spider-allergy_1-0002.txt,True,2,10.907949
221,db2csv-dog_kennels-0042_dev.txt,True,2,20.561598
222,spider_bak-entertainment_awards-0010.txt,False,2,
223,spider-climbing-0002.txt,True,2,16.442778
224,spider_bak-soccer_2-0009.txt,True,2,13.036481
225,spider_bak-tracking_software_problems-0016.txt,True,2,6.956473000000001
226,spider_bak-insurance_and_eClaims-0019.txt,,2,
227,spider-products_gen_characteristics-0013.txt,True,2,48.315721
228,spider-products_gen_characteristics-0013.txt,True,2,22.561273
229,spider-manufacturer-0014.txt,True,2,28.213295
230,spider-manufacturer-0014.txt,True,2,24.217144
231,spider-manufacturer-0014.txt,True,2,48.432944
232,spider_bak-candidate_poll-0005.txt,True,2,9.728124
233,spider_bak-farm-0008.txt,True,2,12.948195
234,spider-entrepreneur-0005.txt,True,2,11.851571
235,spider_bak-college_2-0008.txt,,2,
236,spider-tracking_grants_for_research-0026.txt,,2,
237,spider-tracking_grants_for_research-0026.txt,,1,
238,spider_bak-loan_1-0003.txt,True,2,22.156002
239,spider_bak-loan_1-0003.txt,True,2,11.376328
240,spider_bak-loan_1-0003.txt,True,2,10.067954
241,spider_bak-loan_1-0003.txt,True,2,20.133988
242,spider_bak-loan_1-0003.txt,True,2,8.33282
243,spider_bak-loan_1-0003.txt,True,2,10.498757
244,spider_bak-loan_1-0003.txt,True,2,13.67426
245,spider_bak-loan_1-0003.txt,True,2,25.838731
246,spider_bak-loan_1-0003.txt,True,2,18.154025
247,spider_bak-loan_1-0003.txt,True,2,28.487123
248,spider_bak-hospital_1-0050.txt,,2,
249,spider_bak-gymnast-0016.txt,True,2,48.733505
250,spider_bak-gymnast-0016.txt,True,2,48.37176100000001
251,spider_bak-gymnast-0016.txt,False,2,
252,spider_bak-school_finance-0004.txt,True,2,15.557573
253,spider-browser_web-0006.txt,True,2,8.419705
254,spider-browser_web-0006.txt,True,2,10.356404
255,spider-browser_web-0006.txt,True,2,8.318287999999999
256,spider-browser_web-0006.txt,True,2,7.539818
257,spider-browser_web-0006.txt,True,2,10.059799
258,spider-browser_web-0006.txt,True,2,10.37047
259,spider_bak-shop_membership-0009.txt,True,2,10.976623
260,spider-musical-0009.txt,,2,
261,spider-musical-0009.txt,,2,
262,spider_bak-journal_committee-0002.txt,True,2,16.554778
263,spider-customers_and_addresses-0020.txt,True,2,8.314312000000001
264,spider_bak-coffee_shop-0007.txt,True,2,11.692277
265,spider-farm-0007.txt,True,2,12.700886
266,db2csv-concert_singer-0003_dev.txt,True,2,6.103601
267,spider-farm-0013.txt,False,2,
268,spider-farm-0013.txt,False,2,6.280244
269,spider-farm-0003.txt,True,2,22.165049
270,spider-farm-0003.txt,True,2,9.934437
271,spider-farm-0003.txt,True,2,13.342971
272,spider-farm-0003.txt,True,2,8.648749
273,spider-farm-0003.txt,True,2,9.027595
274,spider-farm-0003.txt,True,2,14.173778
275,spider-farm-0003.txt,True,2,14.203053
276,spider-farm-0003.txt,True,2,8.655586
277,spider-farm-0003.txt,True,2,14.122342
278,spider-farm-0003.txt,True,2,9.248234
279,spider-farm-0003.txt,True,2,10.264563
280,spider-farm-0003.txt,True,2,18.906247
281,spider-farm-0003.txt,True,2,15.207863
282,spider-farm-0003.txt,True,2,10.727251
283,spider-farm-0003.txt,True,2,11.198464
284,spider-shop_membership-0009.txt,True,2,6.52361
285,spider-manufactory_1-0018.txt,True,2,12.978784999999998
286,spider-manufactory_1-0018.txt,True,2,22.360443
287,spider-manufactory_1-0018.txt,True,2,55.768707
288,spider_bak-climbing-0011.txt,True,2,48.327096
289,spider_bak-climbing-0011.txt,True,2,50.028398
290,spider_bak-climbing-0011.txt,False,2,
291,db2csv-orchestra-0025_dev.txt,True,2,13.855234
292,db2csv-orchestra-0025_dev.txt,True,2,35.938981
293,spider-soccer_2-0026.txt,True,2,36.071891
294,spider-browser_web-0002.txt,True,2,5.744611
295,spider-flight_company-0002.txt,True,2,7.798822
296,spider_bak-college_1-0077.txt,True,1,5.687661
297,spider_bak-college_1-0077.txt,True,2,34.867406
298,spider_bak-college_1-0077.txt,True,1,5.882429999999999
299,spider_bak-college_1-0077.txt,True,2,21.117249
300,spider_bak-college_1-0077.txt,True,2,25.845642
301,spider_bak-college_1-0077.txt,True,1,9.475495
302,spider_bak-college_1-0077.txt,True,2,39.384243
303,spider_bak-college_1-0077.txt,True,2,43.468542
304,spider_bak-college_1-0077.txt,False,2,
305,spider_bak-college_1-0077.txt,True,2,53.479478
306,spider_bak-college_1-0077.txt,False,2,
307,spider_bak-college_1-0077.txt,True,1,10.576411
308,spider-soccer_2-0032.txt,True,1,6.656587999999999
309,spider-soccer_2-0032.txt,True,2,42.552778
310,spider-soccer_2-0032.txt,True,2,24.974563000000003
311,spider-soccer_2-0032.txt,True,2,29.319389
312,spider-soccer_2-0032.txt,True,1,5.651311
313,spider-soccer_2-0032.txt,True,2,16.305145
314,spider-soccer_2-0032.txt,True,2,14.132105
315,spider-soccer_2-0032.txt,True,1,5.5984
316,spider-soccer_2-0032.txt,False,2,5.321332
317,spider-soccer_2-0032.txt,True,2,22.575073000000003
318,spider-soccer_2-0032.txt,True,2,50.000552
319,spider-soccer_2-0032.txt,True,2,18.903316
320,spider-soccer_2-0032.txt,True,1,9.629326
321,spider_bak-college_3-0030.txt,True,2,21.725829
322,db2csv-battle_death-0008_dev.txt,,2,
323,db2csv-battle_death-0008_dev.txt,,2,
324,db2csv-battle_death-0008_dev.txt,,2,
325,spider_bak-loan_1-0013.txt,True,2,13.729419
326,spider_bak-gymnast-0006.txt,True,2,36.592349
327,spider-college_1-0055.txt,True,2,21.785242
328,spider_bak-customers_and_addresses-0026.txt,True,2,37.31357
329,spider_bak-soccer_2-0031.txt,True,2,43.731152
330,spider-gas_company-0019.txt,True,1,7.656025
331,spider-gas_company-0019.txt,False,2,
332,spider-gas_company-0019.txt,False,2,
333,spider-gas_company-0019.txt,False,2,
334,spider-gas_company-0019.txt,False,2,
335,spider-gas_company-0019.txt,False,2,
336,spider-gas_company-0019.txt,False,2,
337,spider-gas_company-0019.txt,False,2,
338,spider-gas_company-0019.txt,True,2,42.827161
339,spider-gas_company-0019.txt,False,2,
340,spider_bak-book_2-0010.txt,True,2,40.315375
341,spider_bak-book_2-0010.txt,True,2,29.313763
342,spider_bak-book_2-0010.txt,True,2,30.778467
343,spider_bak-debate-0004.txt,True,2,17.727945
344,spider_bak-soccer_2-0019.txt,True,2,9.15188
345,spider_bak-soccer_2-0019.txt,True,2,21.302775
346,spider_bak-soccer_2-0019.txt,True,2,23.7701
347,spider_bak-county_public_safety-0005.txt,True,2,16.593618
348,spider-perpetrator-0018.txt,True,2,25.108727
349,spider_bak-mountain_photos-0011.txt,True,2,10.586341
350,spider_bak-mountain_photos-0005.txt,False,2,
351,spider_bak-mountain_photos-0005.txt,True,2,20.601773
352,spider_bak-mountain_photos-0005.txt,True,2,37.694289
353,spider_bak-mountain_photos-0005.txt,True,2,45.833507
354,spider_bak-mountain_photos-0005.txt,True,2,16.466314
355,spider_bak-game_1-0033.txt,False,5,57.968774
356,spider-cre_Docs_and_Epenses-0005.txt,,2,
357,spider-scientist_1-0004.txt,True,2,4.21275
358,spider-scientist_1-0004.txt,True,2,5.922758
359,spider-scientist_1-0004.txt,True,2,6.2178
360,spider-theme_gallery-0002.txt,True,2,8.898154
361,spider-small_bank_1-0016.txt,False,2,
362,spider-small_bank_1-0016.txt,True,2,58.201187
363,spider-small_bank_1-0016.txt,False,2,
364,spider-small_bank_1-0016.txt,False,2,
365,spider-small_bank_1-0016.txt,False,2,
366,spider-small_bank_1-0016.txt,False,2,
367,spider_bak-riding_club-0002.txt,True,2,8.791536
368,spider_bak-flight_4-0006.txt,True,2,14.221451
369,spider-news_report-0002.txt,True,2,12.153476
370,scythe-top_rated_posts-009.txt,True,2,45.773517
371,spider_bak-debate-0005.txt,True,2,14.168765
372,spider-allergy_1-0013.txt,True,2,9.283573
373,spider-gas_company-0018.txt,False,2,
374,spider_bak-book_2-0011.txt,True,2,18.330159
375,spider_bak-book_2-0011.txt,True,2,30.853515
376,spider-voter_2-0016.txt,True,2,48.297974
377,db2csv-real_estate_properties-0003_dev.txt,False,2,
378,spider-tracking_grants_for_research-0037.txt,,2,
379,spider-tracking_grants_for_research-0037.txt,,2,
380,spider-tracking_grants_for_research-0037.txt,,2,
381,spider-tracking_grants_for_research-0037.txt,,2,
382,spider-tracking_grants_for_research-0037.txt,,2,
383,spider-tracking_grants_for_research-0037.txt,,2,
384,spider-tracking_grants_for_research-0037.txt,,2,
385,spider-tracking_grants_for_research-0037.txt,,2,
386,spider-tracking_grants_for_research-0037.txt,,2,
387,spider-tracking_grants_for_research-0037.txt,,2,
388,spider_bak-college_3-0031.txt,True,2,18.683153
389,spider-hr_1-0042.txt,True,2,31.193493
390,spider_bak-farm-0019.txt,,2,
391,spider-insurance_and_eClaims-0019.txt,,2,
392,spider-soccer_2-0033.txt,False,2,
393,spider-soccer_2-0027.txt,False,2,
394,spider-soccer_2-0027.txt,True,2,40.979242
395,spider_bak-inn_1-0026.txt,True,2,16.767927999999998
396,spider-products_for_hire-0001.txt,True,2,31.439752
397,spider-customer_complaints-0019.txt,True,2,13.332437
398,spider_bak-climbing-0010.txt,True,2,19.538631
399,spider_bak-climbing-0010.txt,True,2,39.166367
400,spider_bak-climbing-0010.txt,True,2,47.069196
401,spider-flight_4-0005.txt,True,2,17.651865
402,spider-flight_4-0011.txt,True,2,22.272463
403,spider-customers_card_transactions-0011.txt,False,2,
404,spider_bak-customers_card_transactions-0012.txt,True,2,15.645947
405,spider_bak-party_host-0010.txt,False,2,
406,db2csv-dog_kennels-0031_dev.txt,True,2,42.041456
407,spider-performance_attendance-0002.txt,True,2,21.908716
408,spider_bak-party_host-0012.txt,False,2,
409,spider_bak-manufactory_1-0006.txt,True,2,11.211911
410,spider_bak-manufactory_1-0006.txt,True,2,10.803263
411,spider_bak-manufactory_1-0006.txt,True,2,24.853676
412,spider_bak-manufactory_1-0006.txt,True,2,16.884500000000003
413,spider_bak-manufactory_1-0006.txt,True,2,34.827097
414,spider_bak-manufactory_1-0006.txt,True,2,9.552199
415,spider_bak-manufactory_1-0006.txt,True,2,14.404975
416,spider_bak-manufactory_1-0006.txt,True,2,21.200107
417,spider_bak-manufactory_1-0006.txt,True,2,15.523043
418,spider_bak-manufactory_1-0006.txt,True,2,7.194818
419,spider_bak-manufactory_1-0006.txt,True,2,6.842471
420,spider_bak-manufactory_1-0006.txt,True,2,13.824606
421,spider_bak-manufactory_1-0006.txt,True,2,22.462569
422,spider_bak-manufactory_1-0006.txt,False,3,36.493608
423,spider_bak-manufactory_1-0006.txt,True,2,19.865918
424,db2csv-pets_1-0040_dev.txt,True,1,10.961164
425,db2csv-pets_1-0040_dev.txt,True,1,11.098373
426,db2csv-pets_1-0040_dev.txt,True,1,9.682283
427,spider_bak-journal_committee-0011.txt,False,2,
428,spider_bak-journal_committee-0005.txt,True,2,29.734665
429,spider-manufactory_1-0033.txt,False,2,6.573334
430,spider_bak-college_1-0048.txt,True,2,38.26823
431,spider_bak-college_1-0048.txt,True,2,49.140823
432,spider_bak-college_1-0048.txt,True,2,29.519203
433,spider_bak-college_1-0048.txt,True,2,33.146136
434,spider_bak-college_1-0048.txt,True,2,25.591422
435,spider-soccer_2-0019.txt,True,2,4.223063
436,spider-soccer_2-0019.txt,True,2,15.535924
437,spider-soccer_2-0019.txt,True,2,15.291198
438,spider-soccer_2-0031.txt,True,2,18.214319
439,spider-soccer_2-0031.txt,True,2,13.21734
440,spider-city_record-0015.txt,True,2,13.631483
441,spider-entrepreneur-0002.txt,True,2,7.679281
442,spider_bak-loan_1-0004.txt,True,2,10.486247
443,spider_bak-loan_1-0004.txt,True,2,10.92707
444,spider_bak-loan_1-0004.txt,,2,
445,spider_bak-loan_1-0004.txt,False,2,
446,spider_bak-loan_1-0004.txt,True,2,25.89862
447,spider_bak-loan_1-0004.txt,,2,
448,spider_bak-loan_1-0004.txt,False,2,
449,spider_bak-loan_1-0004.txt,,2,
450,spider_bak-loan_1-0004.txt,,2,
451,spider_bak-entrepreneur-0019.txt,True,2,9.954791
452,spider_bak-entrepreneur-0019.txt,True,2,9.944227
453,spider_bak-entrepreneur-0019.txt,True,2,16.322422
454,spider_bak-entrepreneur-0019.txt,True,3,20.249024
455,spider_bak-entrepreneur-0019.txt,False,3,24.561621
456,spider_bak-entrepreneur-0019.txt,True,3,16.972148999999998
457,spider_bak-bike_1-0009.txt,True,2,10.377446
458,spider-protein_institute-0018.txt,True,2,36.630753
459,spider_bak-tracking_software_problems-0005.txt,True,2,37.579813
460,spider_bak-soccer_2-0026.txt,True,2,34.013176
461,spider_bak-soccer_2-0032.txt,True,1,7.620593
462,spider_bak-soccer_2-0032.txt,False,2,
463,spider_bak-soccer_2-0032.txt,True,2,34.956893
464,spider_bak-soccer_2-0032.txt,True,2,38.188057
465,spider_bak-soccer_2-0032.txt,True,1,8.658503
466,spider_bak-soccer_2-0032.txt,True,2,47.323163
467,spider_bak-soccer_2-0032.txt,True,2,29.661996
468,spider_bak-soccer_2-0032.txt,True,1,8.372945
469,spider_bak-soccer_2-0032.txt,True,2,42.324654
470,spider_bak-soccer_2-0032.txt,True,2,29.363907
471,spider_bak-soccer_2-0032.txt,False,2,
472,spider_bak-soccer_2-0032.txt,True,2,27.932999
473,spider_bak-soccer_2-0032.txt,True,2,33.801986
474,spider_bak-soccer_2-0032.txt,True,2,24.458076
475,spider_bak-soccer_2-0032.txt,True,1,5.088964
476,spider_bak-wine_1-0026.txt,,2,
477,spider_bak-wine_1-0026.txt,,2,
478,spider_bak-wine_1-0026.txt,,2,
479,spider_bak-wine_1-0026.txt,,2,
480,spider_bak-wine_1-0026.txt,,2,
481,spider_bak-wine_1-0026.txt,,2,
482,spider-climbing-0011.txt,True,2,38.220643
483,spider-climbing-0011.txt,True,2,24.285759
484,spider-climbing-0011.txt,False,2,60.092773
485,spider_bak-book_2-0007.txt,True,2,11.708877
486,db2csv-pets_1-0032_dev.txt,True,2,25.075053
487,spider-railway-0006.txt,True,2,13.773467
488,spider-mountain_photos-0002.txt,True,2,19.805072
489,db2csv-battle_death-0011_dev.txt,,2,
490,db2csv-battle_death-0011_dev.txt,,2,
491,db2csv-battle_death-0011_dev.txt,,2,
492,spider-cre_Docs_and_Epenses-0013.txt,,2,
493,spider_bak-mountain_photos-0013.txt,True,2,30.291002
494,spider_bak-mountain_photos-0013.txt,False,2,
495,spider_bak-mountain_photos-0013.txt,True,2,37.707985
496,spider-theme_gallery-0015.txt,True,2,5.135801
497,spider_bak-county_public_safety-0007.txt,True,2,15.110395
498,spider_bak-gas_company-0004.txt,True,2,8.3118
499,spider_bak-flight_4-0005.txt,True,2,13.004836
500,spider_bak-flight_4-0011.txt,True,2,10.826398
501,spider_bak-music_4-0009.txt,,2,
502,spider_bak-book_2-0012.txt,True,2,18.902581
503,spider_bak-book_2-0012.txt,True,2,19.502595
504,spider_bak-book_2-0012.txt,True,2,57.009078
505,spider_bak-book_2-0012.txt,True,2,27.291102
506,spider_bak-book_2-0012.txt,True,2,25.802371
507,spider_bak-book_2-0012.txt,False,2,
508,spider-climbing-0010.txt,True,2,43.728122
509,spider-climbing-0010.txt,True,2,34.379426
510,spider-climbing-0010.txt,True,2,26.59992
511,spider_bak-soccer_2-0033.txt,False,2,
512,spider_bak-soccer_2-0027.txt,True,2,16.891335
513,spider_bak-soccer_2-0027.txt,True,2,13.244928
514,spider_bak-company_office-0007.txt,True,2,7.581691
515,db2csv-poker_player-0016_dev.txt,True,2,25.770427
516,db2csv-poker_player-0016_dev.txt,True,2,30.503533
517,spider_bak-entrepreneur-0018.txt,True,2,11.948719
518,spider_bak-scientist_1-0018.txt,True,2,12.165445
519,spider_bak-scientist_1-0018.txt,True,2,11.358277
520,spider_bak-scientist_1-0018.txt,True,2,19.63322
521,spider_bak-customers_campaigns_ecommerce-0015.txt,True,2,37.822419
522,spider_bak-customers_campaigns_ecommerce-0015.txt,False,2,10.790577
