ProblemID,QueryID,?Refuted,Time,?VeriEQLRefuted,VeriEQL time,#Backtracking,%Backtracking Type 2,Unsat core size,%unsat core,solving times
619,51,False,0.07787,False,,1.0,1.0,7.0,1.0,[0.009002]
619,52,False,0.052539,False,,0.0,,,,"[0.009537, 0.012028]"
619,53,,,False,,,,,,
619,54,False,0.067403,False,0.250738,1.0,1.0,6.0,1.0,[0.007917]
619,55,False,0.0588,False,,1.0,1.0,6.0,1.0,[0.007113]
619,56,False,0.066075,False,,1.0,1.0,6.0,1.0,[0.007167]
619,57,False,0.066503,False,,1.0,1.0,7.0,1.0,[0.008458]
619,58,False,0.064851,False,,1.0,1.0,6.0,1.0,[0.007971]
619,59,False,0.064172,False,,1.0,1.0,6.0,1.0,[0.008803]
619,60,False,0.070331,False,,1.0,1.0,7.0,1.0,[0.007765]
619,61,False,0.075258,False,,1.0,1.0,6.0,1.0,[0.009098]
619,62,,,False,,,,,,
619,63,False,0.06297,False,,1.0,1.0,7.0,1.0,[0.008546]
619,64,False,0.067844,False,,1.0,1.0,7.0,1.0,[0.008936]
619,65,False,0.072352,False,,1.0,1.0,7.0,1.0,[0.007911]
619,66,,,False,,,,,,
619,67,False,0.077676,False,,1.0,1.0,7.0,1.0,[0.00857]
619,68,False,0.067027,False,,1.0,1.0,6.0,1.0,[0.008442]
619,69,False,0.03965,False,,0.0,,,,"[0.007455, 0.009175]"
619,70,,,False,,,,,,
619,71,,,False,,,,,,
619,72,False,0.076468,False,,1.0,1.0,6.0,1.0,[0.008408]
619,73,False,0.125008,False,,1.0,1.0,7.0,1.0,[0.02058]
619,74,False,0.052566,False,,0.0,,,,"[0.008487, 0.012802]"
619,75,False,0.070376,False,,1.0,1.0,6.0,1.0,[0.007513]
619,76,False,0.080236,False,0.25406,1.0,0.0,1.0,0.2,"[0.010058, 0.010463]"
619,77,False,0.094314,False,,1.0,0.0,1.0,0.2,"[0.009024, 0.010232]"
619,78,True,0.079704,False,,0.0,,,,"[0.01111, 0.011546]"
619,79,True,0.068017,False,,0.0,,,,"[0.008791, 0.022986]"
619,80,,,False,,,,,,
619,81,,,False,,,,,,
619,82,,,False,,,,,,
619,83,False,0.093163,False,,1.0,1.0,8.0,1.0,[0.008737]
619,84,False,0.207932,False,,1.0,1.0,6.0,1.0,[0.006725]
619,85,False,0.070258,False,,1.0,1.0,6.0,1.0,[0.007797]
619,86,False,0.060632,False,,1.0,1.0,6.0,1.0,[0.008537]
619,87,,,False,,,,,,
619,88,False,0.061267,False,,1.0,1.0,6.0,1.0,[0.007931]
619,89,False,0.067109,False,,1.0,1.0,6.0,1.0,[0.010108]
619,90,False,0.07731,False,,1.0,1.0,6.0,1.0,[0.009007]
619,91,False,0.08253,False,,1.0,1.0,6.0,1.0,[0.008746]
619,92,False,0.075718,False,,1.0,1.0,7.0,1.0,[0.007199]
619,93,False,0.071618,False,,1.0,1.0,7.0,1.0,[0.007121]
619,94,False,0.069531,False,,1.0,1.0,6.0,1.0,[0.007274]
619,95,False,0.067163,False,,1.0,1.0,6.0,1.0,[0.010086]
619,96,False,0.06861,False,,1.0,1.0,6.0,1.0,[0.009029]
619,97,False,0.06245,False,,1.0,1.0,6.0,1.0,[0.007141]
619,98,False,0.085761,False,,1.0,1.0,7.0,1.0,[0.00989]
619,99,False,0.071918,False,,1.0,1.0,6.0,1.0,[0.008341]
619,100,False,0.076966,False,,1.0,1.0,7.0,1.0,[0.007434]
619,101,False,0.039309,False,,0.0,,,,"[0.007009, 0.010804]"
619,102,False,0.106767,False,,1.0,1.0,7.0,1.0,[0.024218]
619,103,False,0.067914,False,,1.0,1.0,6.0,1.0,[0.008035]
619,104,False,0.069464,False,,1.0,1.0,6.0,1.0,[0.007997]
619,105,False,0.06815,False,,1.0,1.0,6.0,1.0,[0.00651]
619,106,False,0.0743,False,,1.0,1.0,6.0,1.0,[0.007279]
619,107,False,0.079326,False,,1.0,1.0,6.0,1.0,[0.009727]
619,108,False,0.074253,False,,1.0,1.0,6.0,1.0,[0.009575]
619,109,False,0.073267,False,,1.0,1.0,6.0,1.0,[0.007639]
619,110,False,0.066489,False,,1.0,1.0,6.0,1.0,[0.00811]
619,111,False,0.079063,False,,1.0,1.0,6.0,1.0,[0.007696]
619,112,False,0.124453,False,,1.0,1.0,6.0,1.0,[0.008704]
619,113,False,0.074664,False,,1.0,1.0,6.0,1.0,[0.007754]
619,114,False,0.077847,False,,1.0,1.0,6.0,1.0,[0.007314]
619,115,False,0.084856,False,,1.0,1.0,7.0,1.0,[0.009368]
619,116,False,0.066458,False,,1.0,1.0,6.0,1.0,[0.007051]
619,117,False,0.080766,False,,1.0,1.0,7.0,1.0,[0.007674]
619,118,False,0.052459,False,,0.0,,,,"[0.008544, 0.010681]"
619,119,False,0.069791,False,0.242317,1.0,1.0,6.0,1.0,[0.01081]
619,120,False,0.06392,False,,1.0,1.0,6.0,1.0,[0.007651]
619,121,,,False,,,,,,
619,122,,,False,,,,,,
619,123,False,0.084516,False,,1.0,1.0,7.0,1.0,[0.010033]
619,124,False,0.081768,False,,1.0,1.0,7.0,1.0,[0.007749]
619,125,False,0.084515,False,,1.0,1.0,6.0,1.0,[0.00768]
619,126,False,0.06639,False,,1.0,1.0,6.0,1.0,[0.009273]
619,127,False,0.064782,False,,1.0,1.0,6.0,1.0,[0.00925]
619,128,False,0.058144,False,,1.0,1.0,6.0,1.0,[0.007374]
619,129,False,0.050451,False,,1.0,1.0,6.0,1.0,[0.007609]
619,130,False,0.046389,False,,1.0,1.0,6.0,1.0,[0.006546]
619,131,False,0.045154,False,,1.0,1.0,6.0,1.0,[0.006645]
619,132,False,0.059174,False,,1.0,1.0,6.0,1.0,[0.007737]
619,133,False,0.064966,False,,1.0,1.0,6.0,1.0,[0.00884]
619,134,False,0.185358,False,,1.0,1.0,6.0,1.0,[0.012261]
619,135,False,0.067135,False,,1.0,1.0,6.0,1.0,[0.008382]
619,136,False,0.073181,False,,1.0,1.0,6.0,1.0,[0.010282]
619,137,False,0.092303,False,,1.0,1.0,7.0,1.0,[0.008444]
619,138,False,0.070628,False,,1.0,1.0,6.0,1.0,[0.009241]
619,139,False,0.070106,False,,1.0,1.0,7.0,1.0,[0.007167]
619,140,False,0.072355,False,,1.0,1.0,6.0,1.0,[0.00843]
619,141,False,0.085729,False,,1.0,1.0,6.0,1.0,[0.009147]
619,142,False,0.076455,False,,1.0,1.0,6.0,1.0,[0.007825]
619,143,False,0.080054,False,,1.0,1.0,6.0,1.0,[0.009318]
619,144,False,0.11624,False,,1.0,1.0,7.0,1.0,[0.025067]
619,145,False,0.051667,False,,0.0,,,,"[0.01031, 0.011778]"
619,146,False,0.067088,False,,1.0,1.0,7.0,1.0,[0.007322]
619,147,False,0.070571,False,,1.0,1.0,7.0,1.0,[0.007897]
619,148,,,False,,,,,,
619,149,False,0.07598,False,,1.0,1.0,9.0,1.0,[0.009455]
619,150,True,0.060329,False,,0.0,,,,"[0.011123, 0.014492]"
619,151,False,0.063564,False,,1.0,1.0,6.0,1.0,[0.007295]
619,152,False,0.066785,False,,1.0,1.0,6.0,1.0,[0.008014]
619,153,False,0.072459,False,,1.0,1.0,6.0,1.0,[0.007509]
619,154,False,0.08079,False,,1.0,1.0,6.0,1.0,[0.007399]
619,155,False,0.068136,False,,1.0,1.0,6.0,1.0,[0.010014]
619,156,False,0.083136,False,,1.0,1.0,6.0,1.0,[0.010355]
619,157,False,0.076668,False,,1.0,1.0,6.0,1.0,[0.010335]
619,158,False,0.061895,False,,0.0,,,,"[0.009261, 0.016667]"
619,159,False,0.093619,False,,1.0,1.0,6.0,1.0,[0.008322]
619,160,False,0.07012,False,,1.0,1.0,6.0,1.0,[0.007011]
619,161,False,0.078679,False,,1.0,1.0,7.0,1.0,[0.007335]
619,162,False,0.09013,False,,1.0,1.0,6.0,1.0,[0.011593]
619,163,False,0.079232,False,,1.0,1.0,6.0,1.0,[0.007762]
619,164,False,0.075581,False,,1.0,1.0,7.0,1.0,[0.008088]
619,165,False,0.077708,False,,1.0,1.0,6.0,1.0,[0.011204]
619,166,False,0.073983,False,,1.0,1.0,6.0,1.0,[0.008764]
619,167,False,0.054554,False,,1.0,1.0,6.0,1.0,[0.006807]
619,168,False,0.055689,False,,1.0,1.0,6.0,1.0,[0.007434]
619,169,False,0.054895,False,,1.0,1.0,7.0,1.0,[0.007638]
619,170,False,0.049858,False,,1.0,1.0,6.0,1.0,[0.007132]
619,171,,,False,,,,,,
619,172,,,False,,,,,,
619,173,False,0.044543,False,,1.0,1.0,7.0,1.0,[0.006372]
619,174,False,0.045148,False,,1.0,1.0,6.0,1.0,[0.006553]
619,175,False,0.044218,False,,1.0,1.0,8.0,1.0,[0.006162]
619,176,,,False,,,,,,
619,177,False,0.065378,False,,1.0,1.0,7.0,1.0,[0.008899]
619,178,,,False,,,,,,
619,179,False,0.081088,False,,1.0,1.0,7.0,1.0,[0.008647]
619,180,False,0.072619,False,,1.0,1.0,6.0,1.0,[0.007721]
619,181,False,0.04938,False,,0.0,,,,"[0.007147, 0.012473]"
619,182,False,0.077519,False,,1.0,1.0,7.0,1.0,[0.008565]
619,183,,,False,,,,,,
619,184,False,0.080738,False,,1.0,1.0,9.0,1.0,[0.008306]
619,185,False,0.074162,False,,1.0,1.0,6.0,1.0,[0.008746]
619,186,False,0.045437,False,,0.0,,,,"[0.008377, 0.009271]"
619,187,False,0.076926,False,,1.0,1.0,6.0,1.0,[0.011674]
619,188,False,0.069789,False,0.239478,1.0,1.0,6.0,1.0,[0.007886]
619,189,False,0.082316,False,0.247341,1.0,1.0,6.0,1.0,[0.009609]
619,190,False,0.062006,False,0.2390709999999999,1.0,1.0,6.0,1.0,[0.008819]
619,191,,,False,,,,,,
619,192,,,False,,,,,,
619,193,False,0.067043,False,0.258645,1.0,1.0,6.0,1.0,[0.008678]
619,194,False,0.072329,False,0.237817,1.0,1.0,6.0,1.0,[0.007759]
619,195,False,0.063555,False,0.239375,1.0,1.0,6.0,1.0,[0.007028]
619,196,False,0.081432,False,0.251981,1.0,0.0,1.0,0.2,"[0.009253, 0.013787]"
619,197,False,0.227721,False,0.24369,1.0,1.0,6.0,1.0,[0.008666]
619,198,False,0.066673,False,0.238471,1.0,1.0,6.0,1.0,[0.007987]
619,199,False,0.071681,False,0.2420749999999999,1.0,1.0,6.0,1.0,[0.00861]
619,200,False,0.076901,False,0.240283,1.0,1.0,6.0,1.0,[0.009988]
619,201,False,0.112315,False,0.242237,1.0,1.0,6.0,1.0,[0.009903]
619,202,,,False,,,,,,
619,203,,,False,,,,,,
619,204,False,0.077718,False,0.245389,1.0,1.0,6.0,1.0,[0.00701]
619,205,False,0.083871,False,0.244755,1.0,1.0,6.0,1.0,[0.008009]
619,206,,,False,,,,,,
619,207,False,0.069783,False,0.239839,1.0,1.0,6.0,1.0,[0.007441]
619,208,False,0.049654,False,,0.0,,,,"[0.011619, 0.010617]"
619,209,,,False,,,,,,
619,210,False,0.10664,False,0.240452,1.0,1.0,6.0,1.0,[0.010363]
619,211,False,0.067072,False,0.23947,1.0,1.0,6.0,1.0,[0.008611]
619,212,False,0.066818,False,0.2468209999999999,1.0,1.0,6.0,1.0,[0.007553]
619,213,False,0.09021,False,0.246241,1.0,1.0,6.0,1.0,[0.012003]
619,214,False,0.045911,False,,0.0,,,,"[0.007088, 0.008502]"
619,215,False,0.077684,False,0.251648,1.0,1.0,6.0,1.0,[0.009681]
619,216,False,0.217149,False,0.248178,1.0,1.0,7.0,1.0,[0.007766]
619,217,False,0.058168,False,0.253393,1.0,1.0,6.0,1.0,[0.005891]
619,218,False,0.054168,False,0.248183,1.0,1.0,6.0,1.0,[0.007214]
619,219,,,False,0.301954,,,,,
619,220,,,False,,,,,,
619,221,,,False,,,,,,
619,222,False,0.062476,False,0.255031,1.0,1.0,7.0,1.0,[0.007565]
619,223,False,0.081138,False,0.259055,1.0,1.0,6.0,1.0,[0.008486]
619,224,False,0.078453,False,0.244488,1.0,1.0,7.0,1.0,[0.010074]
619,225,False,0.071899,False,0.245759,1.0,1.0,6.0,1.0,[0.008759]
619,226,False,0.062997,False,0.253482,1.0,1.0,6.0,1.0,[0.008111]
619,227,False,0.073243,False,0.246805,1.0,1.0,7.0,1.0,[0.008262]
619,228,False,0.082837,False,0.252729,1.0,1.0,7.0,1.0,[0.007359]
619,229,,,False,,,,,,
619,230,False,0.070982,False,0.235257,1.0,1.0,6.0,1.0,[0.008282]
619,231,True,0.045842,True,0.212792,0.0,,,,"[0.007957, 0.014035]"
619,232,False,0.071345,False,0.247637,1.0,1.0,6.0,1.0,[0.00893]
619,233,False,0.065396,False,0.243099,1.0,1.0,6.0,1.0,[0.008137]
619,234,False,0.069659,False,0.261246,1.0,1.0,6.0,1.0,[0.010003]
619,235,,,False,,,,,,
619,236,False,0.051507,False,0.243349,0.0,,,,"[0.008941, 0.013481]"
619,237,False,0.067704,False,0.240197,1.0,1.0,6.0,1.0,[0.007661]
619,238,False,0.088489,False,0.235443,1.0,0.0,1.0,0.2,"[0.007873, 0.011795]"
619,239,False,0.069754,False,0.2364699999999999,1.0,1.0,6.0,1.0,[0.008868]
619,240,False,0.05338,False,0.247227,0.0,,,,"[0.007701, 0.013867]"
619,241,False,0.110983,False,0.241257,1.0,1.0,7.0,1.0,[0.019121]
619,242,False,0.070397,False,0.242699,1.0,1.0,6.0,1.0,[0.007377]
619,243,False,0.072117,False,0.23768,1.0,1.0,7.0,1.0,[0.008937]
619,244,False,0.065392,False,0.2468179999999999,1.0,1.0,6.0,1.0,[0.008246]
619,245,False,0.085756,False,0.24221,1.0,1.0,6.0,1.0,[0.010267]
619,246,False,0.110741,False,0.238481,1.0,1.0,6.0,1.0,[0.00723]
619,247,False,0.077093,False,0.238678,1.0,0.0,1.0,0.2,"[0.009248, 0.00866]"
619,248,False,0.076049,False,0.2320269999999999,1.0,1.0,6.0,1.0,[0.007071]
619,249,,,False,,,,,,
619,250,False,0.079718,False,0.2366359999999999,1.0,1.0,6.0,1.0,[0.011103]
619,251,False,0.076678,False,0.238757,1.0,1.0,7.0,1.0,[0.008381]
619,252,False,0.111612,False,0.241479,1.0,1.0,6.0,1.0,[0.008363]
619,253,,,False,,,,,,
619,254,False,0.072639,False,0.239196,1.0,1.0,7.0,1.0,[0.007115]
619,255,False,0.075945,False,0.244053,1.0,1.0,6.0,1.0,[0.007884]
619,256,False,0.075267,False,0.240222,1.0,1.0,6.0,1.0,[0.007578]
619,257,False,0.072205,False,0.2402119999999999,1.0,1.0,6.0,1.0,[0.007331]
619,258,False,0.072998,False,0.239923,1.0,1.0,6.0,1.0,[0.009329]
619,259,,,False,,,,,,
619,260,False,0.065647,False,0.631765,0.0,,,,"[0.011895, 0.018761]"
619,261,,,False,,,,,,
619,262,,,False,,,,,,
619,263,False,0.062516,False,0.254018,1.0,1.0,9.0,1.0,[0.008355]
619,264,False,0.075278,False,0.242191,1.0,1.0,7.0,1.0,[0.008103]
619,265,False,0.068786,False,0.248232,1.0,1.0,8.0,1.0,[0.007284]
619,266,False,0.080279,False,0.2412349999999999,1.0,1.0,6.0,1.0,[0.008151]
619,267,False,0.079881,False,0.2591179999999999,1.0,1.0,9.0,1.0,[0.007882]
619,268,,,False,,,,,,
619,269,False,0.062212,False,0.239929,1.0,1.0,6.0,1.0,[0.006737]
619,270,False,0.07971,False,0.239943,1.0,1.0,6.0,1.0,[0.010935]
619,271,False,0.083775,False,0.348787,1.0,1.0,8.0,1.0,[0.008269]
619,272,True,0.051479,True,0.247368,0.0,,,,"[0.009397, 0.013616]"
619,273,False,0.061487,False,0.2419369999999999,1.0,1.0,6.0,1.0,[0.007452]
619,274,,,False,,,,,,
619,275,False,0.066628,False,0.25416,1.0,1.0,6.0,1.0,[0.007363]
619,276,,,False,0.282337,,,,,
619,277,False,0.068644,False,0.246993,1.0,1.0,6.0,1.0,[0.007578]
619,278,False,0.046782,False,,0.0,,,,"[0.009897, 0.010306]"
619,279,False,0.07067,False,0.270398,1.0,1.0,6.0,1.0,[0.007019]
619,280,False,0.070439,False,0.25153,1.0,1.0,6.0,1.0,[0.007735]
619,281,False,0.07014,False,0.25406,1.0,0.0,1.0,0.2,"[0.007895, 0.009644]"
619,282,False,0.074645,False,0.260021,1.0,1.0,6.0,1.0,[0.008611]
619,283,False,0.087368,False,0.252659,1.0,1.0,6.0,1.0,[0.009995]
619,284,False,0.042294,False,0.254005,1.0,1.0,2.0,1.0,[]
619,285,False,0.076645,False,0.268041,1.0,1.0,6.0,1.0,[0.009859]
619,286,,,False,,,,,,
619,287,False,0.060701,False,0.2467559999999999,1.0,1.0,6.0,1.0,[0.007833]
619,288,False,0.076495,False,0.250754,1.0,1.0,7.0,1.0,[0.008002]
619,289,,,False,,,,,,
619,290,False,0.075038,False,0.247082,1.0,1.0,6.0,1.0,[0.009173]
619,291,False,0.069639,False,0.254248,1.0,1.0,6.0,1.0,[0.007292]
619,292,False,0.086234,False,0.246721,1.0,1.0,7.0,1.0,[0.012004]
619,293,False,0.054946,False,,0.0,,,,"[0.013135, 0.008837]"
619,294,False,0.058674,False,,0.0,,,,"[0.009403, 0.013573]"
619,295,False,0.071156,False,0.250661,1.0,1.0,6.0,1.0,[0.007753]
619,296,False,0.107419,False,0.237819,1.0,1.0,6.0,1.0,[0.01245]
619,297,False,0.064145,False,0.241428,1.0,1.0,6.0,1.0,[0.007745]
619,298,False,0.074945,False,0.24065,1.0,1.0,6.0,1.0,[0.010112]
619,299,,,False,0.325204,,,,,
619,300,False,0.054282,False,,0.0,,,,"[0.007795, 0.014795]"
619,301,False,0.084033,False,0.236222,1.0,1.0,6.0,1.0,[0.009281]
619,302,False,0.072124,False,0.2412059999999999,1.0,1.0,6.0,1.0,[0.007475]
619,303,,,False,,,,,,
619,304,,,False,,,,,,
619,305,False,0.068455,False,0.246136,1.0,1.0,6.0,1.0,[0.007971]
619,306,False,0.070825,False,0.240431,1.0,1.0,6.0,1.0,[0.00759]
619,307,False,0.053452,False,0.248039,1.0,1.0,6.0,1.0,[0.007896]
619,308,False,0.067166,False,0.244231,1.0,1.0,6.0,1.0,[0.011386]
619,309,False,0.067692,False,0.240894,1.0,1.0,7.0,1.0,[0.008228]
619,310,False,0.20398,False,0.244391,1.0,1.0,6.0,1.0,[0.009931]
619,311,False,0.058474,False,0.249719,1.0,1.0,6.0,1.0,[0.00829]
619,312,True,0.059469,True,0.208832,0.0,,,,"[0.008215, 0.014155]"
619,313,False,0.084998,False,0.251263,1.0,1.0,6.0,1.0,[0.011426]
619,314,,,False,,,,,,
619,315,False,0.068056,False,0.241489,1.0,1.0,7.0,1.0,[0.007546]
619,316,False,0.065366,False,0.24053,1.0,1.0,6.0,1.0,[0.007451]
619,317,False,0.075869,False,0.247411,1.0,1.0,7.0,1.0,[0.009519]
619,318,False,0.073567,False,0.255569,1.0,1.0,6.0,1.0,[0.00853]
619,319,False,0.070241,False,0.241916,1.0,1.0,6.0,1.0,[0.007825]
619,320,False,0.065514,False,0.245713,1.0,1.0,6.0,1.0,[0.007978]
619,321,False,0.044385,False,,0.0,,,,"[0.007635, 0.010652]"
619,322,False,0.065224,False,0.241951,1.0,1.0,6.0,1.0,[0.007214]
619,323,False,0.054681,False,0.246637,0.0,,,,"[0.007571, 0.014625]"
619,324,False,0.071149,False,0.242931,1.0,1.0,7.0,1.0,[0.007095]
619,325,False,0.049764,False,0.2416829999999999,1.0,1.0,2.0,1.0,[]
619,326,,,False,0.236418,,,,,
619,327,,,False,,,,,,
619,328,False,0.065686,False,0.241188,1.0,1.0,7.0,1.0,[0.007719]
619,329,False,0.211885,False,0.243179,1.0,1.0,6.0,1.0,[0.010667]
619,330,False,0.075815,False,0.24105,1.0,1.0,6.0,1.0,[0.007931]
619,331,False,0.078879,False,0.23776,1.0,1.0,6.0,1.0,[0.007411]
619,332,False,0.073131,False,0.247428,1.0,1.0,7.0,1.0,[0.008068]
619,333,False,0.078068,False,0.243858,1.0,1.0,6.0,1.0,[0.009563]
619,334,,,False,,,,,,
619,335,,,False,,,,,,
619,336,False,0.085328,False,0.24735,1.0,1.0,7.0,1.0,[0.007838]
619,337,False,0.069537,False,0.2425129999999999,1.0,1.0,6.0,1.0,[0.008289]
619,338,False,0.079855,False,0.2374319999999999,1.0,1.0,6.0,1.0,[0.011689]
619,339,False,0.096533,False,0.244761,1.0,1.0,6.0,1.0,[0.010561]
619,340,False,0.059062,False,0.247987,0.0,,,,"[0.010264, 0.016379]"
619,341,False,0.069887,False,0.241398,1.0,1.0,6.0,1.0,[0.006286]
619,342,False,0.086279,False,0.244678,1.0,1.0,7.0,1.0,[0.010326]
619,343,False,0.068468,False,0.239478,1.0,1.0,6.0,1.0,[0.009144]
619,344,False,0.075438,False,0.252063,1.0,1.0,7.0,1.0,[0.008323]
619,345,False,0.079534,False,0.237679,1.0,1.0,6.0,1.0,[0.010874]
619,346,True,0.055555,True,0.213913,0.0,,,,"[0.008475, 0.019781]"
619,347,False,0.065155,False,0.241585,1.0,1.0,6.0,1.0,[0.00779]
619,348,True,0.033427,True,0.2175349999999999,0.0,,,,"[0.00723, 0.010242]"
619,349,False,0.04954,False,0.2451789999999999,1.0,1.0,6.0,1.0,[0.006918]
619,350,False,0.0487,False,0.246024,1.0,1.0,6.0,1.0,[0.00684]
619,351,False,0.051103,False,0.277247,1.0,1.0,7.0,1.0,[0.006937]
619,352,False,0.063912,False,0.255103,1.0,1.0,6.0,1.0,[0.008187]
619,353,False,0.12754,False,0.426406,1.0,1.0,9.0,1.0,[0.01083]
619,354,False,0.082463,False,0.236282,1.0,1.0,6.0,1.0,[0.007487]
619,355,False,0.064251,False,0.241362,1.0,1.0,6.0,1.0,[0.00679]
619,356,,,False,,,,,,
619,357,,,False,,,,,,
619,358,False,0.069189,False,0.244864,1.0,1.0,7.0,1.0,[0.008217]
619,359,False,0.064119,False,0.238956,1.0,1.0,6.0,1.0,[0.008266]
619,360,True,0.056334,True,0.208931,0.0,,,,"[0.008432, 0.016383]"
619,361,False,0.067122,False,0.245104,1.0,1.0,7.0,1.0,[0.007095]
619,362,False,0.075093,False,0.236898,1.0,1.0,7.0,1.0,[0.007965]
619,363,True,0.066612,True,0.223882,0.0,,,,"[0.010722, 0.015239]"
619,364,False,0.0745,False,0.242877,1.0,1.0,7.0,1.0,[0.00871]
619,365,,,False,0.232337,,,,,
619,366,False,0.076685,False,0.243663,1.0,1.0,6.0,1.0,[0.007967]
619,367,,,False,0.260036,,,,,
619,368,False,0.068472,False,0.261151,1.0,1.0,6.0,1.0,[0.007838]
619,369,,,False,,,,,,
619,370,False,0.066911,False,0.242259,1.0,1.0,6.0,1.0,[0.006692]
619,371,,,True,0.214566,,,,,
619,372,,,False,,,,,,
619,373,False,0.066317,False,0.261968,1.0,1.0,6.0,1.0,[0.007293]
619,374,False,0.073721,False,0.242048,1.0,1.0,7.0,1.0,[0.00888]
619,375,False,0.075958,False,0.239206,1.0,1.0,6.0,1.0,[0.012119]
619,376,False,0.079889,False,0.236901,1.0,0.0,1.0,0.2,"[0.007712, 0.013069]"
619,377,False,0.066671,False,0.239924,1.0,1.0,6.0,1.0,[0.009985]
619,378,False,0.082999,False,0.245943,1.0,1.0,6.0,1.0,[0.008302]
619,379,False,0.066013,False,0.243349,1.0,1.0,6.0,1.0,[0.007149]
619,380,False,0.075532,False,0.253181,1.0,1.0,7.0,1.0,[0.009517]
619,381,False,0.081966,False,0.239563,1.0,1.0,7.0,1.0,[0.009428]
619,382,False,0.080729,False,0.2422929999999999,1.0,1.0,7.0,1.0,[0.008455]
619,383,False,0.231784,False,0.239752,1.0,1.0,6.0,1.0,[0.008427]
619,384,False,0.076399,False,0.24054,1.0,1.0,6.0,1.0,[0.008475]
619,385,False,0.05096,False,,0.0,,,,"[0.007532, 0.012939]"
619,386,False,0.078304,False,0.235912,1.0,1.0,6.0,1.0,[0.00831]
619,387,False,0.078803,False,0.243016,1.0,1.0,6.0,1.0,[0.007413]
619,388,False,0.057895,True,0.226656,0.0,,,,"[0.012514, 0.012056]"
619,389,False,0.074702,False,0.2384009999999999,1.0,1.0,6.0,1.0,[0.007391]
619,390,False,0.049508,False,,0.0,,,,"[0.007992, 0.011742]"
619,391,False,0.065192,False,0.2465979999999999,1.0,1.0,6.0,1.0,[0.009976]
619,392,False,0.056374,False,0.248273,1.0,1.0,6.0,1.0,[0.008843]
619,393,,,False,,,,,,
619,394,False,0.041979,False,1.006138,0.0,,,,"[0.006799, 0.014182]"
