ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,solving times,AST size,nodes changed
619,38,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.026723,False,,2.0,0.0,,[],[],"[0.006565, 0.00821]",6.0,[]
619,39,True,"{'mynumbers': [['num'], [2108], [None], [None]]}",0.0385,False,,2.0,0.0,,[],[],"[0.006856, 0.014217]",8.0,[]
619,40,False,,0.052499,False,,2.0,1.0,1.0,[7],[7],[0.00728],7.0,[]
619,41,False,,0.049213,False,,2.0,1.0,1.0,[6],[6],[0.006839],6.0,[]
619,42,False,,0.046634,False,,2.0,1.0,1.0,[6],[6],[0.007025],6.0,[]
619,43,False,,0.048835,False,,2.0,1.0,1.0,[6],[6],[0.006815],6.0,[]
619,44,False,"{'mynumbers': [['num'], [None], [237], [None]]}",0.03115,False,,2.0,0.0,,[],[],"[0.006794, 0.010023]",6.0,[]
619,45,False,,0.046676,False,,2.0,1.0,1.0,[6],[6],[0.006431],6.0,[]
619,46,False,,0.04614,False,,2.0,1.0,1.0,[6],[6],[0.006547],6.0,[]
619,47,False,,0.051793,False,,2.0,1.0,1.0,[7],[7],[0.006338],7.0,[]
619,48,,,,False,,,,,,,,,
619,49,,,,False,,,,,,,,,
619,50,False,,0.047747,False,,2.0,1.0,1.0,[6],[6],[0.006542],6.0,[]
619,51,False,,0.050185,False,,2.0,1.0,1.0,[7],[7],[0.006846],7.0,[]
619,52,False,"{'mynumbers': [['num'], [None], [-410]]}",0.029498,False,,2.0,0.0,,[],[],"[0.00611, 0.008559]",7.0,[]
619,53,,,,False,,,,,,,,,
619,54,False,,0.051383,False,0.250738,2.0,1.0,1.0,[6],[6],[0.007145],6.0,[]
619,55,False,,0.04476,False,,2.0,1.0,1.0,[6],[6],[0.006605],6.0,[]
619,56,False,,0.05087,False,,2.0,1.0,1.0,[6],[6],[0.006783],6.0,[]
619,57,False,,0.051128,False,,2.0,1.0,1.0,[7],[7],[0.007128],7.0,[]
619,58,False,,0.046552,False,,2.0,1.0,1.0,[6],[6],[0.007003],6.0,[]
619,59,False,,0.050187,False,,2.0,1.0,1.0,[6],[6],[0.006821],6.0,[]
619,60,False,,0.048123,False,,2.0,1.0,1.0,[7],[7],[0.006049],7.0,[]
619,61,False,,0.048794,False,,2.0,1.0,1.0,[6],[6],[0.007287],6.0,[]
619,62,,,,False,,,,,,,,,
619,63,False,,0.0476,False,,2.0,1.0,1.0,[7],[7],[0.006561],7.0,[]
619,64,False,,0.050082,False,,2.0,1.0,1.0,[7],[7],[0.007326],7.0,[]
619,65,False,,0.04852,False,,2.0,1.0,1.0,[7],[7],[0.006669],7.0,[]
619,66,,,,False,,,,,,,,,
619,67,False,,0.046991,False,,2.0,1.0,1.0,[7],[7],[0.006264],7.0,[]
619,68,False,,0.052664,False,,2.0,1.0,1.0,[6],[6],[0.007431],6.0,[]
619,69,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.131532,False,,2.0,0.0,,[],[],"[0.006626, 0.008792]",7.0,[]
619,70,,,,False,,,,,,,,,
619,71,,,,False,,,,,,,,,
619,72,False,,0.051476,False,,2.0,1.0,1.0,[6],[6],[0.006886],6.0,[]
619,73,False,,0.054066,False,,2.0,1.0,1.0,[7],[7],[0.007302],7.0,[]
619,74,False,"{'mynumbers': [['num'], [6], [-413], [6]]}",0.032111,False,,2.0,0.0,,[],[],"[0.007485, 0.009722]",6.0,[]
619,75,False,,0.048764,False,,2.0,1.0,1.0,[6],[6],[0.006553],6.0,[]
619,76,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.051291,False,0.25406,3.0,1.0,0.0,[1],[5],"[0.007195, 0.008348]",5.0,[2]
619,77,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.053493,False,,3.0,1.0,0.0,[1],[5],"[0.006418, 0.009009]",5.0,[2]
619,78,True,"{'mynumbers': [['num'], [0], [None], [-6813]]}",0.033601,False,,2.0,0.0,,[],[],"[0.007575, 0.010005]",5.0,[]
619,79,True,"{'mynumbers': [['num'], [0], [6], [6]]}",0.038759,False,,2.0,0.0,,[],[],"[0.006875, 0.016817]",6.0,[]
619,80,,,,False,,,,,,,,,
619,81,,,,False,,,,,,,,,
619,82,,,,False,,,,,,,,,
619,83,False,,0.077213,False,,2.0,1.0,1.0,[8],[8],[0.006861],8.0,[]
619,84,False,,0.051556,False,,2.0,1.0,1.0,[6],[6],[0.00664],6.0,[]
619,85,False,,0.049527,False,,2.0,1.0,1.0,[6],[6],[0.00676],6.0,[]
619,86,False,,0.048723,False,,2.0,1.0,1.0,[6],[6],[0.006826],6.0,[]
619,87,,,,False,,,,,,,,,
619,88,False,,0.046616,False,,2.0,1.0,1.0,[6],[6],[0.00644],6.0,[]
619,89,False,,0.047371,False,,2.0,1.0,1.0,[6],[6],[0.006195],6.0,[]
619,90,False,,0.050108,False,,2.0,1.0,1.0,[6],[6],[0.006904],6.0,[]
619,91,False,,0.05035,False,,2.0,1.0,1.0,[6],[6],[0.006908],6.0,[]
619,92,False,,0.048366,False,,2.0,1.0,1.0,[7],[7],[0.006447],7.0,[]
619,93,False,,0.051691,False,,2.0,1.0,1.0,[7],[7],[0.007109],7.0,[]
619,94,False,,0.0491,False,,2.0,1.0,1.0,[6],[6],[0.006879],6.0,[]
619,95,False,,0.045799,False,,2.0,1.0,1.0,[6],[6],[0.00576],6.0,[]
619,96,False,,0.050612,False,,2.0,1.0,1.0,[6],[6],[0.006744],6.0,[]
619,97,False,,0.051363,False,,2.0,1.0,1.0,[6],[6],[0.007147],6.0,[]
619,98,False,,0.072424,False,,2.0,1.0,1.0,[7],[7],[0.007275],7.0,[]
619,99,False,,0.049662,False,,2.0,1.0,1.0,[6],[6],[0.006802],6.0,[]
619,100,False,,0.051497,False,,2.0,1.0,1.0,[7],[7],[0.006801],7.0,[]
619,101,False,"{'mynumbers': [['num'], [None], [2771], [-2]]}",0.030963,False,,2.0,0.0,,[],[],"[0.007225, 0.009277]",6.0,[]
619,102,False,,0.052613,False,,2.0,1.0,1.0,[7],[7],[0.007607],7.0,[]
619,103,False,,0.048409,False,,2.0,1.0,1.0,[6],[6],[0.006883],6.0,[]
619,104,False,,0.053643,False,,2.0,1.0,1.0,[6],[6],[0.006903],6.0,[]
619,105,False,,0.045882,False,,2.0,1.0,1.0,[6],[6],[0.006669],6.0,[]
619,106,False,,0.047704,False,,2.0,1.0,1.0,[6],[6],[0.006284],6.0,[]
619,107,False,,0.050892,False,,2.0,1.0,1.0,[6],[6],[0.007113],6.0,[]
619,108,False,,0.045273,False,,2.0,1.0,1.0,[6],[6],[0.006597],6.0,[]
619,109,False,,0.047118,False,,2.0,1.0,1.0,[6],[6],[0.006837],6.0,[]
619,110,False,,0.27925,False,,2.0,1.0,1.0,[6],[6],[0.233543],6.0,[]
619,111,False,,0.045778,False,,2.0,1.0,1.0,[6],[6],[0.006413],6.0,[]
619,112,False,,0.130738,False,,2.0,1.0,1.0,[6],[6],[0.007086],6.0,[]
619,113,False,,0.049207,False,,2.0,1.0,1.0,[6],[6],[0.007116],6.0,[]
619,114,False,,0.048907,False,,2.0,1.0,1.0,[6],[6],[0.007061],6.0,[]
619,115,False,,0.048681,False,,2.0,1.0,1.0,[7],[7],[0.007187],7.0,[]
619,116,False,,0.048994,False,,2.0,1.0,1.0,[6],[6],[0.006683],6.0,[]
619,117,False,,0.051986,False,,2.0,1.0,1.0,[7],[7],[0.007705],7.0,[]
619,118,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.030854,False,,2.0,0.0,,[],[],"[0.007406, 0.00868]",6.0,[]
619,119,False,,0.045543,False,0.242317,2.0,1.0,1.0,[6],[6],[0.006912],6.0,[]
619,120,False,,0.047661,False,,2.0,1.0,1.0,[6],[6],[0.006347],6.0,[]
619,121,,,,False,,,,,,,,,
619,122,,,,False,,,,,,,,,
619,123,False,,0.05594,False,,2.0,1.0,1.0,[7],[7],[0.006451],7.0,[]
619,124,False,,0.065405,False,,2.0,1.0,1.0,[7],[7],[0.006515],7.0,[]
619,125,False,,0.05237,False,,2.0,1.0,1.0,[6],[6],[0.006829],6.0,[]
619,126,False,,0.046366,False,,2.0,1.0,1.0,[6],[6],[0.006612],6.0,[]
619,127,False,,0.048154,False,,2.0,1.0,1.0,[6],[6],[0.006539],6.0,[]
619,128,False,,0.0494,False,,2.0,1.0,1.0,[6],[6],[0.006548],6.0,[]
619,129,False,,0.047832,False,,2.0,1.0,1.0,[6],[6],[0.007454],6.0,[]
619,130,False,,0.046798,False,,2.0,1.0,1.0,[6],[6],[0.006508],6.0,[]
619,131,False,,0.046097,False,,2.0,1.0,1.0,[6],[6],[0.0063],6.0,[]
619,132,False,,0.045373,False,,2.0,1.0,1.0,[6],[6],[0.006451],6.0,[]
619,133,False,,0.045031,False,,2.0,1.0,1.0,[6],[6],[0.006449],6.0,[]
619,134,False,,0.045938,False,,2.0,1.0,1.0,[6],[6],[0.006068],6.0,[]
619,135,False,,0.049502,False,,2.0,1.0,1.0,[6],[6],[0.007355],6.0,[]
619,136,False,,0.043743,False,,2.0,1.0,1.0,[6],[6],[0.006197],6.0,[]
619,137,False,,0.046873,False,,2.0,1.0,1.0,[7],[7],[0.006647],7.0,[]
619,138,False,,0.050305,False,,2.0,1.0,1.0,[6],[6],[0.006499],6.0,[]
619,139,False,,0.049673,False,,2.0,1.0,1.0,[7],[7],[0.006427],7.0,[]
619,140,False,,0.05157,False,,2.0,1.0,1.0,[6],[6],[0.006952],6.0,[]
619,141,False,,0.049589,False,,2.0,1.0,1.0,[6],[6],[0.008978],6.0,[]
619,142,False,,0.048445,False,,2.0,1.0,1.0,[6],[6],[0.006934],6.0,[]
619,143,False,,0.053743,False,,2.0,1.0,1.0,[6],[6],[0.00682],6.0,[]
619,144,False,,0.049486,False,,2.0,1.0,1.0,[7],[7],[0.007082],7.0,[]
619,145,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.030579,False,,2.0,0.0,,[],[],"[0.00725, 0.008941]",6.0,[]
619,146,False,,0.134483,False,,2.0,1.0,1.0,[7],[7],[0.006774],7.0,[]
619,147,False,,0.050702,False,,2.0,1.0,1.0,[7],[7],[0.007461],7.0,[]
619,148,,,,False,,,,,,,,,
619,149,False,,0.052134,False,,2.0,1.0,1.0,[9],[9],[0.006074],9.0,[]
619,150,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.034997,False,,2.0,0.0,,[],[],"[0.006664, 0.010855]",7.0,[]
619,151,False,,0.047522,False,,2.0,1.0,1.0,[6],[6],[0.006126],6.0,[]
619,152,False,,0.042322,False,,2.0,1.0,1.0,[6],[6],[0.006392],6.0,[]
619,153,False,,0.047447,False,,2.0,1.0,1.0,[6],[6],[0.00664],6.0,[]
619,154,False,,0.045871,False,,2.0,1.0,1.0,[6],[6],[0.006405],6.0,[]
619,155,False,,0.048816,False,,2.0,1.0,1.0,[6],[6],[0.006682],6.0,[]
619,156,False,,0.047374,False,,2.0,1.0,1.0,[6],[6],[0.006683],6.0,[]
619,157,False,,0.04282,False,,2.0,1.0,1.0,[6],[6],[0.006564],6.0,[]
619,158,False,"{'mynumbers': [['num'], [6], [237], [6]]}",0.030089,False,,2.0,0.0,,[],[],"[0.007344, 0.008688]",6.0,[]
619,159,False,,0.045264,False,,2.0,1.0,1.0,[6],[6],[0.006494],6.0,[]
619,160,False,,0.045599,False,,2.0,1.0,1.0,[6],[6],[0.0067],6.0,[]
619,161,False,,0.052979,False,,2.0,1.0,1.0,[7],[7],[0.006971],7.0,[]
619,162,False,,0.045853,False,,2.0,1.0,1.0,[6],[6],[0.006113],6.0,[]
619,163,False,,0.048418,False,,2.0,1.0,1.0,[6],[6],[0.006772],6.0,[]
619,164,False,,0.047537,False,,2.0,1.0,1.0,[7],[7],[0.00614],7.0,[]
619,165,False,,0.052324,False,,2.0,1.0,1.0,[6],[6],[0.007697],6.0,[]
619,166,False,,0.047112,False,,2.0,1.0,1.0,[6],[6],[0.006836],6.0,[]
619,167,False,,0.043854,False,,2.0,1.0,1.0,[6],[6],[0.006656],6.0,[]
619,168,False,,0.052371,False,,2.0,1.0,1.0,[6],[6],[0.006891],6.0,[]
619,169,False,,0.051747,False,,2.0,1.0,1.0,[7],[7],[0.00665],7.0,[]
619,170,False,,0.052728,False,,2.0,1.0,1.0,[6],[6],[0.007431],6.0,[]
619,171,,,,False,,,,,,,,,
619,172,,,,False,,,,,,,,,
619,173,False,,0.05196,False,,2.0,1.0,1.0,[7],[7],[0.00653],7.0,[]
619,174,False,,0.1441,False,,2.0,1.0,1.0,[6],[6],[0.006958],6.0,[]
619,175,False,,0.051123,False,,2.0,1.0,1.0,[8],[8],[0.007451],8.0,[]
619,176,,,,False,,,,,,,,,
619,177,False,,0.050249,False,,2.0,1.0,1.0,[7],[7],[0.007019],7.0,[]
619,178,,,,False,,,,,,,,,
619,179,False,,0.046944,False,,2.0,1.0,1.0,[7],[7],[0.006803],7.0,[]
619,180,False,,0.049824,False,,2.0,1.0,1.0,[6],[6],[0.006543],6.0,[]
619,181,False,"{'mynumbers': [['num'], [505], [264], [505]]}",0.032005,False,,2.0,0.0,,[],[],"[0.006546, 0.009764]",6.0,[]
619,182,False,,0.048788,False,,2.0,1.0,1.0,[7],[7],[0.006781],7.0,[]
619,183,,,,False,,,,,,,,,
619,184,False,,0.081576,False,,2.0,1.0,1.0,[9],[9],[0.007167],9.0,[]
619,185,False,,0.048236,False,,2.0,1.0,1.0,[6],[6],[0.006747],6.0,[]
619,186,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.028362,False,,2.0,0.0,,[],[],"[0.006649, 0.008322]",6.0,[]
619,187,False,,0.047866,False,,2.0,1.0,1.0,[6],[6],[0.006476],6.0,[]
619,188,False,,0.046038,False,0.239478,2.0,1.0,1.0,[6],[6],[0.006704],6.0,[]
619,189,False,,0.049057,False,0.247341,2.0,1.0,1.0,[6],[6],[0.006183],6.0,[]
619,190,False,,0.04816,False,0.2390709999999999,2.0,1.0,1.0,[6],[6],[0.006213],6.0,[]
619,191,,,,False,,,,,,,,,
619,192,,,,False,,,,,,,,,
619,193,False,,0.046671,False,0.258645,2.0,1.0,1.0,[6],[6],[0.005822],6.0,[]
619,194,False,,0.050889,False,0.237817,2.0,1.0,1.0,[6],[6],[0.00677],6.0,[]
619,195,False,,0.049423,False,0.239375,2.0,1.0,1.0,[6],[6],[0.007129],6.0,[]
619,196,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.050079,False,0.251981,3.0,1.0,0.0,[1],[5],"[0.007767, 0.008888]",5.0,[2]
619,197,False,,0.04624,False,0.24369,2.0,1.0,1.0,[6],[6],[0.006762],6.0,[]
619,198,False,,0.047137,False,0.238471,2.0,1.0,1.0,[6],[6],[0.006294],6.0,[]
619,199,False,,0.044668,False,0.2420749999999999,2.0,1.0,1.0,[6],[6],[0.006214],6.0,[]
619,200,False,,0.048519,False,0.240283,2.0,1.0,1.0,[6],[6],[0.006548],6.0,[]
619,201,False,,0.046706,False,0.242237,2.0,1.0,1.0,[6],[6],[0.006556],6.0,[]
619,202,,,,False,,,,,,,,,
619,203,,,,False,,,,,,,,,
619,204,False,,0.047799,False,0.245389,2.0,1.0,1.0,[6],[6],[0.006893],6.0,[]
619,205,False,,0.050778,False,0.244755,2.0,1.0,1.0,[6],[6],[0.006917],6.0,[]
619,206,,,,False,,,,,,,,,
619,207,False,,0.049016,False,0.239839,2.0,1.0,1.0,[6],[6],[0.006025],6.0,[]
619,208,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.034845,False,,2.0,0.0,,[],[],"[0.006619, 0.008596]",6.0,[]
619,209,,,,False,,,,,,,,,
619,210,False,,0.047385,False,0.240452,2.0,1.0,1.0,[6],[6],[0.006611],6.0,[]
619,211,False,,0.051127,False,0.23947,2.0,1.0,1.0,[6],[6],[0.006907],6.0,[]
619,212,False,,0.044692,False,0.2468209999999999,2.0,1.0,1.0,[6],[6],[0.006176],6.0,[]
619,213,False,,0.048135,False,0.246241,2.0,1.0,1.0,[6],[6],[0.007152],6.0,[]
619,214,False,"{'mynumbers': [['num'], [-411], [-410]]}",0.028687,False,,2.0,0.0,,[],[],"[0.007122, 0.008892]",6.0,[]
619,215,False,,0.041679,False,0.251648,2.0,1.0,1.0,[6],[6],[0.006172],6.0,[]
619,216,False,,0.046757,False,0.248178,2.0,1.0,1.0,[7],[7],[0.006044],7.0,[]
619,217,False,,0.039879,False,0.253393,2.0,1.0,1.0,[6],[6],[0.006555],6.0,[]
619,218,False,,0.041608,False,0.248183,2.0,1.0,1.0,[6],[6],[0.005944],6.0,[]
619,219,,,,False,0.301954,,,,,,,,
619,220,,,,False,,,,,,,,,
619,221,,,,False,,,,,,,,,
619,222,False,,0.20154,False,0.255031,2.0,1.0,1.0,[7],[7],[0.156229],7.0,[]
619,223,False,,0.050478,False,0.259055,2.0,1.0,1.0,[6],[6],[0.00639],6.0,[]
619,224,False,,0.056025,False,0.244488,2.0,1.0,1.0,[7],[7],[0.007293],7.0,[]
619,225,False,,0.045986,False,0.245759,2.0,1.0,1.0,[6],[6],[0.007039],6.0,[]
619,226,False,,0.056534,False,0.253482,2.0,1.0,1.0,[6],[6],[0.007338],6.0,[]
619,227,False,,0.04834,False,0.246805,2.0,1.0,1.0,[7],[7],[0.006297],7.0,[]
619,228,False,,0.053654,False,0.252729,2.0,1.0,1.0,[7],[7],[0.007297],7.0,[]
619,229,,,,False,,,,,,,,,
619,230,False,,0.045718,False,0.235257,2.0,1.0,1.0,[6],[6],[0.00602],6.0,[]
619,231,True,"{'mynumbers': [['num'], [6], [6], [-9245]]}",0.037959,True,0.212792,2.0,0.0,,[],[],"[0.006957, 0.010814]",6.0,[]
619,232,False,,0.045651,False,0.247637,2.0,1.0,1.0,[6],[6],[0.00669],6.0,[]
619,233,False,,0.04362,False,0.243099,2.0,1.0,1.0,[6],[6],[0.005926],6.0,[]
619,234,False,,0.053502,False,0.261246,2.0,1.0,1.0,[6],[6],[0.006646],6.0,[]
619,235,,,,False,,,,,,,,,
619,236,False,"{'mynumbers': [['num'], [None], [5793], [5792]]}",0.037237,False,0.243349,2.0,0.0,,[],[],"[0.007449, 0.012808]",6.0,[]
619,237,False,,0.054984,False,0.240197,2.0,1.0,1.0,[6],[6],[0.006662],6.0,[]
619,238,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.050838,False,0.235443,3.0,1.0,0.0,[1],[5],"[0.007191, 0.008602]",5.0,[2]
619,239,False,,0.046301,False,0.2364699999999999,2.0,1.0,1.0,[6],[6],[0.006399],6.0,[]
619,240,False,"{'mynumbers': [['num'], [-1429], [None], [-1667]]}",0.032587,False,0.247227,2.0,0.0,,[],[],"[0.006303, 0.009636]",6.0,[]
619,241,False,,0.050443,False,0.241257,2.0,1.0,1.0,[7],[7],[0.006926],7.0,[]
619,242,False,,0.045841,False,0.242699,2.0,1.0,1.0,[6],[6],[0.00702],6.0,[]
619,243,False,,0.049037,False,0.23768,2.0,1.0,1.0,[7],[7],[0.006897],7.0,[]
619,244,False,,0.048181,False,0.2468179999999999,2.0,1.0,1.0,[6],[6],[0.00665],6.0,[]
619,245,False,,0.05119,False,0.24221,2.0,1.0,1.0,[6],[6],[0.006875],6.0,[]
619,246,False,,0.043973,False,0.238481,2.0,1.0,1.0,[6],[6],[0.006805],6.0,[]
619,247,False,"{'mynumbers': [['num'], [-160], [-160], [None]]}",0.054354,False,0.238678,3.0,1.0,0.0,[1],[5],"[0.007281, 0.008476]",5.0,[2]
619,248,False,,0.045282,False,0.2320269999999999,2.0,1.0,1.0,[6],[6],[0.006524],6.0,[]
619,249,,,,False,,,,,,,,,
619,250,False,,0.047604,False,0.2366359999999999,2.0,1.0,1.0,[6],[6],[0.006595],6.0,[]
619,251,False,,0.047572,False,0.238757,2.0,1.0,1.0,[7],[7],[0.006394],7.0,[]
619,252,False,,0.046452,False,0.241479,2.0,1.0,1.0,[6],[6],[0.007235],6.0,[]
619,253,,,,False,,,,,,,,,
619,254,False,,0.053231,False,0.239196,2.0,1.0,1.0,[7],[7],[0.007143],7.0,[]
619,255,False,,0.050383,False,0.244053,2.0,1.0,1.0,[6],[6],[0.006824],6.0,[]
619,256,False,,0.046197,False,0.240222,2.0,1.0,1.0,[6],[6],[0.007227],6.0,[]
619,257,False,,0.049757,False,0.2402119999999999,2.0,1.0,1.0,[6],[6],[0.006471],6.0,[]
619,258,False,,0.04548,False,0.239923,2.0,1.0,1.0,[6],[6],[0.006309],6.0,[]
619,259,,,,False,,,,,,,,,
619,260,False,"{'mynumbers': [['num'], [-160], [-159], [None]]}",0.03928,False,0.631765,2.0,0.0,,[],[],"[0.006377, 0.015138]",9.0,[]
619,261,,,,False,,,,,,,,,
619,262,,,,False,,,,,,,,,
619,263,False,,0.056395,False,0.254018,2.0,1.0,1.0,[9],[9],[0.006683],9.0,[]
619,264,False,,0.050062,False,0.242191,2.0,1.0,1.0,[7],[7],[0.006726],7.0,[]
619,265,False,,0.052823,False,0.248232,2.0,1.0,1.0,[8],[8],[0.006952],8.0,[]
619,266,False,,0.049137,False,0.2412349999999999,2.0,1.0,1.0,[6],[6],[0.007186],6.0,[]
619,267,False,,0.056897,False,0.2591179999999999,2.0,1.0,1.0,[9],[9],[0.007541],9.0,[]
619,268,,,,False,,,,,,,,,
619,269,False,,0.044781,False,0.239929,2.0,1.0,1.0,[6],[6],[0.006698],6.0,[]
619,270,False,,0.050207,False,0.239943,2.0,1.0,1.0,[6],[6],[0.006558],6.0,[]
619,271,False,,0.078177,False,0.348787,2.0,1.0,1.0,[8],[8],[0.007172],8.0,[]
619,272,True,"{'mynumbers': [['num'], [None], [None], [-6529]]}",0.033905,True,0.247368,2.0,0.0,,[],[],"[0.00699, 0.010253]",7.0,[]
619,273,False,,0.049423,False,0.2419369999999999,2.0,1.0,1.0,[6],[6],[0.006992],6.0,[]
619,274,,,,False,,,,,,,,,
619,275,False,,0.046802,False,0.25416,2.0,1.0,1.0,[6],[6],[0.006491],6.0,[]
619,276,,,,False,0.282337,,,,,,,,
619,277,False,,0.045439,False,0.246993,2.0,1.0,1.0,[6],[6],[0.006643],6.0,[]
619,278,False,"{'mynumbers': [['num'], [None], [None], [-410]]}",0.029093,False,,2.0,0.0,,[],[],"[0.006973, 0.008057]",6.0,[]
619,279,False,,0.050136,False,0.270398,2.0,1.0,1.0,[6],[6],[0.006979],6.0,[]
619,280,False,,0.048248,False,0.25153,2.0,1.0,1.0,[6],[6],[0.006634],6.0,[]
619,281,False,"{'mynumbers': [['num'], [6], [6], [None]]}",0.048675,False,0.25406,3.0,1.0,0.0,[1],[5],"[0.006688, 0.008573]",5.0,[2]
619,282,False,,0.05241,False,0.260021,2.0,1.0,1.0,[6],[6],[0.006787],6.0,[]
619,283,False,,0.050476,False,0.252659,2.0,1.0,1.0,[6],[6],[0.006556],6.0,[]
619,284,False,,0.025307,False,0.254005,1.0,1.0,1.0,[2],[2],[],6.0,[]
619,285,False,,0.046243,False,0.268041,2.0,1.0,1.0,[6],[6],[0.006452],6.0,[]
619,286,,,,False,,,,,,,,,
619,287,False,,0.048801,False,0.2467559999999999,2.0,1.0,1.0,[6],[6],[0.006601],6.0,[]
619,288,False,,0.056749,False,0.250754,2.0,1.0,1.0,[7],[7],[0.006946],7.0,[]
619,289,,,,False,,,,,,,,,
619,290,False,,0.047839,False,0.247082,2.0,1.0,1.0,[6],[6],[0.006697],6.0,[]
619,291,False,,0.050564,False,0.254248,2.0,1.0,1.0,[6],[6],[0.006935],6.0,[]
619,292,False,,0.051366,False,0.246721,2.0,1.0,1.0,[7],[7],[0.006888],7.0,[]
619,293,False,"{'mynumbers': [['num'], [4136], [4135]]}",0.028325,False,,2.0,0.0,,[],[],"[0.006757, 0.007499]",7.0,[]
619,294,False,"{'mynumbers': [['num'], [-4187], [None]]}",0.030972,False,,2.0,0.0,,[],[],"[0.006949, 0.00898]",7.0,[]
619,295,False,,0.129421,False,0.250661,2.0,1.0,1.0,[6],[6],[0.006556],6.0,[]
619,296,False,,0.049146,False,0.237819,2.0,1.0,1.0,[6],[6],[0.007051],6.0,[]
619,297,False,,0.05067,False,0.241428,2.0,1.0,1.0,[6],[6],[0.007089],6.0,[]
619,298,False,,0.043901,False,0.24065,2.0,1.0,1.0,[6],[6],[0.006965],6.0,[]
619,299,,,,False,0.325204,,,,,,,,
